tic,n_events_ge2,max_event_snr,period_fap,tls_sde
100107681,34,3.9442966312244905,0.16883116883116883,5.6262050066666465
100106368,28,3.5189740066354234,0.35364635364635366,6.478091898252838
100067280,27,3.5097259162578687,0.22877122877122877,6.616164150832232
100103683,26,7.166872139530892,0.913086913086913,5.644304819252204
100102303,32,3.345412384658381,0.97002997002997,9.595587144553917
100101948,34,3.5195249653121197,0.3806193806193806,6.5410705165917635
100123854,8,5.057762475113501,0.6303696303696303,4.945111004380183
100921427,13,3.3850263826018203,0.31368631368631367,5.031669111776963
100100829,35,6.3469900724312165,0.006993006993006993,17.527037758192417
100975203,9,3.0833525208991825,0.2937062937062937,5.205273194315038
100990409,5,2.800580185765102,0.34865134865134867,5.180247655954185
101014057,12,5.214670924790869,0.7152847152847153,5.571767757281706
101017159,12,4.986890055747576,0.7562437562437563,4.961440461691715
101058021,8,2.7443295294479317,0.6503496503496503,5.452196276057419
101017638,12,3.6381497729977266,0.16483516483516483,4.7016168503567615
101070347,14,4.243595616974445,0.8321678321678322,4.999011496349894
101099031,4,2.3958497473054643,0.3046953046953047,6.1730811300024735
101100320,7,2.958145615186766,0.0999000999000999,6.050202342666489
101126095,10,3.8725454981669007,0.5894105894105894,4.901972322864677
101101390,14,3.6962551692273986,0.7712287712287712,5.299174748138157
101139085,9,3.4661947322026467,0.16283716283716285,4.029249921446757
100029948,28,55.01778212775073,0.000999000999000999,40.36208946083365
101930558,16,3.349880999310028,0.8591408591408591,6.260350645550106
101932572,15,3.162576419636707,0.3996003996003996,9.499323334517356
101944261,11,3.2719021298243156,0.4975024975024975,5.935037951133744
101948395,12,3.4036003334088183,0.7302697302697303,4.738594500843134
101933280,10,3.6934061029776357,0.6183816183816184,5.516985570821269
101948780,15,7.674915146654688,0.6623376623376623,5.179094480622283
101949836,11,2.6660252179667436,0.12187812187812187,5.462760532034775
101963736,12,3.3201624112644357,0.1978021978021978,5.428764301223947
101992165,17,3.3849068235793647,0.24375624375624375,4.961951221468336
100123131,33,4.0199350510826894,0.978021978021978,6.14086031869106
102049230,14,3.1710903137602666,0.2757242757242757,4.203620211366313
102029678,18,3.2103441421192125,0.9790209790209791,4.96066261766129
10819945,1,2.053308036307215,,0.0
10802452,2,2.557648445443353,0.15584415584415584,4.18357975045845
10819194,7,3.008275531119663,0.5544455544455544,5.536766527177948
10838083,9,2.8980050226289964,0.6643356643356644,5.453756970188565
111245072,13,3.395618541966319,0.3156843156843157,5.624684702935531
111267568,3,2.321748572668895,0.14785214785214784,12.793142924231374
114750474,11,6.63523258713613,0.061938061938061936,5.482115097703668
114818487,4,2.216475831556525,0.3246753246753247,11.14353537245028
114818789,10,3.8832526051565015,0.38461538461538464,0.0
114858562,11,2.8218342908535745,0.7792207792207793,10.116377349611927
114859570,17,2.8915063946880726,0.6213786213786214,11.966305680010612
102063797,29,3.2701771790468745,0.8661338661338661,5.374695610754697
114918596,13,5.902239919141729,0.6913086913086913,6.050197461001063
114948814,17,4.98183007513236,0.8111888111888111,6.677113963720319
102070608,28,3.579359988217426,0.38961038961038963,5.69281805436684
114950121,3,2.956351475433297,0.6743256743256744,5.937053357834005
114949823,11,5.941532108806546,0.5274725274725275,4.773063986721666
114952667,3,2.9140684503700536,0.061938061938061936,3.876449418489661
102086414,25,4.036274481097055,0.8761238761238761,7.408906752084476
114953091,11,2.9305505466026633,0.08591408591408592,4.84028636556095
11518255,8,3.063976033767404,0.35364635364635366,4.215773719688532
115043101,11,4.059769494230475,0.1928071928071928,4.744156257937368
115273603,14,3.487570449714153,0.7242757242757243,4.645771894675969
115273621,6,3.2585110914305626,0.47052947052947053,6.024928818823019
115012786,13,3.077009214536651,0.056943056943056944,5.441262244871996
115150962,13,3.448844743371039,0.7032967032967034,5.0646813884862745
115276582,12,3.0512645979627124,0.6183816183816184,3.8335891429405304
11528214,10,3.814807162106883,0.06993006993006994,5.293040292100468
115350058,12,3.263543269382567,0.6803196803196803,5.376789756885158
115284339,10,3.5847156932476056,0.6183816183816184,5.699410099384077
115320495,10,3.297986941159194,0.16783216783216784,4.932513570619276
115321756,8,3.097305608779452,0.4955044955044955,3.571940640932764
11545988,11,4.226970959341172,0.7882117882117882,3.3148964839239397
11557550,13,3.11780260803699,0.8291708291708292,5.15428287571136
11645778,10,2.6399358736920493,0.5854145854145855,4.551691643872211
11637281,11,3.2732568385951377,0.38961038961038963,5.571061229691338
11615061,12,3.1277783378523005,0.2817182817182817,4.849765689902462
115692561,11,4.563669236134525,0.2127872127872128,8.440146014075097
11649564,8,2.439012986177329,0.44255744255744256,6.5798706641776885
11649619,14,3.419456766810639,0.34565434565434566,6.066768232061989
115693639,13,3.2866134198763914,0.5784215784215784,5.327920006008244
11649757,3,3.234224538051308,0.005994005994005994,4.058946718777065
11652908,14,3.207131418312816,0.8571428571428571,6.32011882482268
11651884,12,3.0373842320318207,0.5764235764235764,4.857977688964818
116417661,22,73.86244063065938,0.000999000999000999,36.3505502360836
117549467,3,2.3095405117344,0.2127872127872128,4.641244238652288
118826478,16,3.831810081409863,0.3696303696303696,6.147035930454007
117643471,13,3.7911916549449005,0.4775224775224775,5.60966523302354
120461208,17,3.5666424736857687,0.7442557442557443,5.2914659099568
120414543,15,3.1826458154972546,0.7332667332667333,5.319129765086209
120461410,15,3.274856729621046,0.6513486513486514,5.641316599066252
120430207,22,3.486022705639883,0.7972027972027972,5.45075536503421
120505367,4,3.282933020039302,0.5414585414585414,7.1374375320571115
120488121,16,3.0927361811008027,0.5384615384615384,6.543585549824735
120584779,20,3.212147864840591,0.9170829170829171,5.53468679682709
120565939,17,3.5544767175206564,0.21578421578421578,4.548518006948423
120608824,13,3.2934115687277314,0.12987012987012986,4.5129546811758185
121423680,15,3.2320279272281605,0.7672327672327672,5.118880754116796
12377884,0,,,6.522153949296493
12377867,12,3.790888395965446,0.008991008991008992,6.799868245281671
121420805,15,19.736214135937043,0.000999000999000999,25.082883371768133
12393811,2,2.8623735038143945,0.12687312687312688,5.43473570066974
136842674,11,3.0080454700434576,0.7972027972027972,4.46219000747159
12418307,13,35.53649818387019,0.21678321678321677,4.415462346076993
12393831,14,3.518109402813891,0.07892107892107893,5.356733209199493
12434574,8,3.6684227155113285,0.03896103896103896,7.330813656607989
12509612,14,2.671263904673736,0.3276723276723277,6.873501980739318
12784674,7,2.7822693496721276,0.4785214785214785,10.835215053238693
12787544,11,3.7371537067360237,0.14185814185814186,5.175887702335798
136845966,11,3.2004498521593954,0.12287712287712288,4.6704175223585835
139122986,12,2.8616792109097164,0.2787212787212787,5.157613040735527
138711927,16,3.205594167590244,0.6713286713286714,5.541060694963055
139700604,3,2.628625480844947,0.2777222777222777,6.112142738997244
139763851,9,5.569207707253371,0.16683316683316685,9.298208190681125
139844443,16,3.3848111847187727,0.43456543456543456,5.189435263181209
139987152,13,4.071516706573165,0.4115884115884116,5.182364665702721
139825582,7,2.42203035016416,0.6413586413586414,9.344298309816262
143923307,13,2.929540885900116,0.2987012987012987,4.963533635069057
144103775,4,3.0745982148645714,0.7482517482517482,3.826641725002559
144102161,14,3.938321285989608,0.6773226773226774,5.684379532943103
144102233,11,5.656659461204294,0.5474525474525475,5.091825212544436
143952604,3,2.209075037785588,0.07992007992007992,5.04873754428273
143923380,15,3.0547661405027804,0.2047952047952048,5.141148411715164
144068927,12,4.291370485344633,0.5414585414585414,7.50307220059746
144284767,9,2.833197736649155,0.3986013986013986,5.51426580110129
144000467,8,143.3790545425371,0.03596403596403597,21.53074936100946
144308900,19,2.927587730209934,0.5014985014985015,6.845702972534392
144331448,11,2.6994657971077536,0.2097902097902098,6.1594269239217425
144313331,8,2.421560341310902,0.8191808191808192,4.579346561687033
144331556,5,2.9290375621808282,0.12887112887112886,8.042617797613387
144378625,14,3.5432947175070755,0.5854145854145855,5.863314330474962
144335923,12,3.706091024109357,0.5364635364635365,6.281042376797233
144385668,10,2.7394950465395587,0.6573426573426573,5.85049038560961
144387241,16,3.6170273597184655,0.6143856143856143,5.660801655659252
144403828,14,6.542978126006978,0.6303696303696303,6.515083873555378
144387364,12,3.1876645723691373,0.41358641358641357,11.088274791657522
144406842,11,3.6162675481279996,0.16383616383616384,4.719255990391651
144432683,15,2.97631458177574,0.37362637362637363,8.320421526777377
144440091,17,3.2479061463747967,0.5234765234765235,5.805006064271772
144434171,17,3.679425754252328,0.6493506493506493,4.821688484419799
144446304,10,3.066473672961211,0.18581418581418582,8.609675505371097
144458200,12,2.9952279307278507,0.26873126873126874,8.348173051643661
149011533,14,3.1412555498177492,0.6343656343656343,5.533788311982516
149838741,17,3.2055843161807305,0.8601398601398601,5.870736770436112
144462697,39,15.643899086131817,0.000999000999000999,26.707688743860842
150030950,33,3.9039385400822426,0.4855144855144855,8.73298299241715
149971277,44,3.3316728028798925,0.7702297702297702,5.226533428950322
149971537,35,4.8317660918077445,0.5104895104895105,7.205595269191946
149993861,43,4.105468120092978,0.961038961038961,6.59013445697064
150066811,9,3.0609483495571537,0.24475524475524477,7.786893386627071
149973044,32,3.507044389221571,0.4485514485514486,5.24378533046092
150029502,40,4.532230191757716,0.46253746253746253,6.4302484909147894
150062502,44,3.418493127928606,0.5454545454545454,7.340271607248662
