tic,n_events_ge2,max_event_snr,period_fap,tls_sde,ra,dec,Tmag,Teff,rad
265438551,9,2.70922604761605,0.5274725274725275,8.706766933556397,321.111050776243,-60.6753180267219,8.1733,6159.0,1.5674
265468668,20,3.0136532241091705,0.952047952047952,5.920198229902388,321.170483747301,-62.1669122855613,9.079,6307.2,1.46389
266640848,9,3.45750395896539,0.6433566433566433,6.353989384122517,320.048855240898,-35.8658562654227,9.0867,5503.0,1.15383
266723295,2,2.735083015142077,1.0,7.3989330161221725,28.89354997109,-23.2009924679095,9.7077,5067.0,0.815301
266640615,15,3.6093727932470823,0.4325674325674326,5.857787457490606,319.876151094566,-35.4331740417948,9.8071,6287.0,1.22977
266735121,21,3.7427962110374233,0.966033966033966,5.892789843326742,29.0375753968836,-23.1328764323613,9.47315,6033.0,1.15805
266784171,6,2.866025877315078,0.2057942057942058,4.528951771693195,29.9871604587687,-22.5276672675454,9.94238,5984.0,0.969147
266785297,0,,,5.853028363200933,30.2618845381831,-18.1369377765484,8.982,6281.0,1.7135
266787143,4,2.685208353834323,0.2667332667332667,3.9748020383507057,30.5774275582747,-18.898188063284,9.60033,5935.5,2.34883
266787510,11,3.3366977317062423,0.3586413586413586,5.8578702181425,30.5771382571974,-21.6144547217449,14.3916,3080.0,0.287983
266905315,16,3.161852375857961,0.8051948051948052,6.026831410824681,1.14206287284845,-73.8528614326559,8.716,8084.0,1.68999
266994265,17,3.6601070411569734,0.6673326673326674,5.918328076365755,349.53173531966,-55.3098038019822,9.9955,5410.0,0.880366
266994443,9,3.741245228760068,0.6993006993006993,6.0658791026395456,349.481688568564,-54.4832813127874,9.1407,6439.0,2.09849
267002000,10,3.849791831654605,0.5214785214785215,5.466229093559034,4.56925699503491,-75.2203313062158,8.4258,6631.7,1.27034
266966946,16,3.8625139532957498,0.3796203796203796,6.759920478334627,2.824137925136,-75.9670735710409,13.2552,3455.0,0.429391
267041899,18,8.35996877533441,0.8231768231768232,6.135592277517065,353.376054889371,-57.0536608392685,7.3776,6581.41,1.81897
267040956,13,3.2233227590517624,0.2717282717282717,5.63475298339009,353.333777138289,-55.0050587855042,10.0928,5400.0,1.12457
267046790,17,3.1376529458129907,0.5814185814185814,6.181845515974573,5.22792186635547,-76.8090461069172,10.6673,5215.0,0.843426
268751690,9,3.843145617265351,0.6853146853146853,3.927700122895334,31.614039556176,-18.5871316213165,10.5487,3672.0,0.525714
267183401,10,4.729572354839408,0.3536463536463536,7.032184604255986,5.97284967261062,-75.2464169206079,9.1575,6169.9,1.4628
