key,kind,routed,P_hat,obs_R,n_events,fap_ref,fap_evt,P_true,period_match,tic,baseline,bbin,fap_lut
24270027_P2.0_R1_143,inj,True,2.874045348346751,0.6494529172384738,12.0,0.2077922077922078,0.2574257425742574,2.0,False,24270027,27.34999326388788,0,0.33891527118220444
144434171_P2.0_R1_142,inj,True,0.8971151334722708,0.4789307794194424,17.0,0.4875124875124875,0.4851485148514851,2.0,False,144434171,27.40664730323624,0,0.7918020494876281
229112415_P4.0_R2_145,inj,True,0.9471575612006224,0.5436988354215221,13.0,0.4365634365634365,0.4455445544554455,4.0,False,229112415,27.40697680555604,0,0.8065483629092727
248955543_P4.0_R2_147,inj,True,0.527991857295157,0.82768406096145,10.0,0.0329670329670329,0.0292034874530302,4.0,False,248955543,27.350321493053343,0,0.026743314171457137
469933344_P4.0_R2_148,inj,True,0.5226576947767994,0.5312672344551169,13.0,0.4415584415584415,0.3366336633663366,4.0,False,469933344,27.88366439814854,0,0.8670332416895776
52016952_P4.0_R2_149,inj,True,2.284060933760661,0.4635281844799952,15.0,0.8511488511488512,0.8415841584158416,4.0,False,52016952,27.883384583328734,0,0.9610097475631092
439455229_P4.0_R2_150,inj,True,0.5718085031253407,0.5664120121835831,11.0,0.5294705294705294,0.6237623762376238,4.0,False,439455229,27.34981796296779,0,0.8872781804548863
220399756_P4.0_R2_152,inj,True,2.456765396805463,0.982863450017976,3.0,0.0419580419580419,0.0534239410956837,4.0,False,220399756,27.35032048611174,0,0.6443389152711823
52194213_P4.0_R2_144,inj,True,1.383455814239983,0.4032110108679789,28.0,0.7032967032967034,0.7227722772277227,4.0,False,52194213,56.220398981480685,3,0.8635341164708823
164772943_P4.0_R2_153,inj,True,3.820733076656588,0.460963184245766,15.0,0.7212787212787213,0.7326732673267327,4.0,False,164772943,27.350209351854573,0,0.9645088727818045
150066811_P4.0_R2_154,inj,True,0.95894310942991,0.7116069360227678,9.0,0.2517482517482518,0.2574257425742574,4.0,False,150066811,27.35004383102205,0,0.46663334166458387
52307802_P4.0_R2_146,inj,True,0.5002119675251753,0.402711494832104,40.0,0.1308691308691308,0.1188118811881188,4.0,False,52307802,56.22056484953646,3,0.2666833291677081
40059019_P4.0_R2_155,inj,True,1.078278359026058,0.953883511026274,4.0,0.2287712287712287,0.2574257425742574,4.0,False,40059019,27.346747546296683,0,0.4833791552111972
425938730_P4.0_R2_151,inj,True,1.9973972596045175,0.3817964141564811,33.0,0.4395604395604395,0.4257425742574257,4.0,True,425938730,56.22060417824105,3,0.7960509872531867
