key,kind,routed,P_hat,obs_R,n_events,fap_ref,fap_evt,P_true,period_match,tic,baseline,bbin,fap_lut
100103683,,True,0.5823918429654025,0.3678020154460627,26.0,0.913086913086913,0.9603960396039604,,,100103683,55.276286331019946,3,0.9970007498125468
100123131,,True,21.032925990070293,0.3286109414924125,33.0,0.978021978021978,1.0,,,100123131,55.27645031249995,3,0.9962509372656836
100102303,,True,0.7983101479934436,0.331571927712273,32.0,0.97002997002997,0.9801980198019802,,,100102303,55.2765042361134,3,0.9960009997500625
100067280,,True,0.5408810217352826,0.47055397624307,27.0,0.2287712287712287,0.3168316831683168,,,100067280,55.27645665509044,3,0.35391152211947013
100106368,,True,0.6388971876860139,0.4572651982692244,28.0,0.3536463536463536,0.3663366336633663,,,100106368,55.276438831017,3,0.40939765058735317
100101948,,True,0.5021111815304421,0.4242120782360836,34.0,0.3806193806193806,0.396039603960396,,,100101948,55.27641010416846,3,0.3464133966508373
101014057,,True,1.121359161211638,0.5669634270133618,12.0,0.7152847152847153,0.693069306930693,,,101014057,27.35042607638752,0,0.7900524868782804
100921427,,True,0.7141874604952665,0.6571441742328262,13.0,0.3136863136863136,0.3465346534653465,,,100921427,27.350372928245633,0,0.18845288677830543
101017159,,True,0.768674955663164,0.5127945671787718,12.0,0.7562437562437563,0.7920792079207921,,,101017159,27.350366157406825,0,0.9637590602349413
100975203,,True,0.5191902731567484,0.6909096156124621,9.0,0.2937062937062937,0.297029702970297,,,100975203,27.350380879630393,0,0.5783554111472132
100123854,,True,0.5167715745749591,0.6283351900569243,8.0,0.6303696303696303,0.7128712871287128,,,100123854,27.349697581019427,0,0.9672581854536366
101017638,,True,5.116625020608066,0.6768773030413139,12.0,0.1648351648351648,0.0904294181539187,,,101017638,27.350446504628053,0,0.20769807548112973
101058021,,True,0.683359057398731,0.6768521818429789,8.0,0.6503496503496503,0.6831683168316832,,,101058021,27.35046748842433,0,0.8317920519870032
101099031,,True,2.987559098550719,0.919505955031822,4.0,0.3046953046953047,0.3663366336633663,,,101099031,27.350502581015462,0,0.8155461134716321
101101390,,True,0.7044512456797611,0.51711158540584,14.0,0.7712287712287712,0.7623762376237624,,,101101390,27.35052381944115,0,0.8435391152211947
101070347,,True,0.6010630956470997,0.4914721750230106,14.0,0.8321678321678322,0.8118811881188119,,,101070347,27.35046951388358,0,0.939265183704074
101139085,,True,0.578297064570897,0.7865168076990889,9.0,0.1628371628371628,0.1881188118811881,,,101139085,27.350500983797247,0,0.1514621344663834
101126095,,True,0.6328442330608821,0.6598549315757009,10.0,0.5894105894105894,0.6138613861386139,,,101126095,27.350525428235414,0,0.5681079730067483
101933280,,True,2.387595462291758,0.6880078489006378,10.0,0.6183816183816184,0.6435643564356436,,,101933280,27.40714454861154,0,0.4203949012746813
101930558,,True,0.5078489834060745,0.4417384026010372,16.0,0.8591408591408591,0.900990099009901,,,101930558,27.407112986111315,0,0.9740064983754061
101932572,,True,0.6855634462959703,0.5256082442439971,15.0,0.3996003996003996,0.495049504950495,,,101932572,27.407101458331454,0,0.7003249187703074
101944261,,True,1.756965712210167,0.6283358178997818,11.0,0.4975024975024975,0.594059405940594,,,101944261,27.40717524306092,0,0.5838540364908773
101948395,,True,0.881673654272304,0.5290375674145482,12.0,0.7302697302697303,0.7623762376237624,,,101948395,27.407177870372834,0,0.9300174956260935
101963736,,True,0.7550243689297407,0.5955594814600425,12.0,0.1978021978021978,0.1881188118811881,,,101963736,27.407109791667608,0,0.6370907273181704
10819194,,True,0.6090756963895624,0.6917943116576595,7.0,0.5544455544455544,0.5742574257425742,,,10819194,27.350137326386175,0,0.9200199950012496
102049230,,True,0.8752956790860368,0.6158303927029969,14.0,0.2757242757242757,0.297029702970297,,,102049230,27.40718692130031,0,0.27718070482379403
102029678,,True,1.678887832480364,0.38185391770943,18.0,0.9790209790209792,0.9702970297029704,,,102029678,27.407121249998454,0,0.9975006248437891
10838083,,True,1.454500375032471,0.615854219146979,9.0,0.6643356643356644,0.6732673267326733,,,10838083,27.3501709490738,0,0.913021744563859
111245072,,True,0.6485942834021993,0.6101443441167952,13.0,0.3156843156843157,0.3762376237623762,,,111245072,27.349886527779745,0,0.4128967758060485
111267568,,True,1.1382895281571368,0.9918190008946336,3.0,0.1478521478521478,0.1386138613861386,,,111267568,27.349878854161943,0,0.5156210947263185
102063797,,True,0.7173617248216195,0.3695755133834646,29.0,0.8661338661338661,0.8613861386138614,,,102063797,55.27614575231564,3,0.9705073731567109
102070608,,True,0.7306763365354079,0.4356130936773147,28.0,0.3896103896103896,0.3663366336633663,,,102070608,55.27608818287263,3,0.6078480379905024
102086414,,True,0.9653718168498088,0.3863109273957734,25.0,0.8761238761238761,0.9306930693069309,,,102086414,55.276076423608174,3,0.9887528117970508
114750474,,True,0.544695853098331,0.8625154679670021,11.0,0.0619380619380619,0.0534911797326004,,,114750474,27.407265972222376,0,0.0047488127968008
114818789,,True,2.399406743225036,0.6396427818566596,10.0,0.3846153846153846,0.4158415841584158,,,114818789,27.407357939817302,0,0.6823294176455886
114918596,,True,1.1347356561447923,0.5238735350425704,13.0,0.6913086913086913,0.7029702970297029,,,114918596,27.88286440972297,0,0.8942764308922769
114952667,,True,3.37249155923841,0.999980840703553,3.0,0.0619380619380619,0.0254816441331292,,,114952667,27.882862118058256,0,0.020494876280929768
114949823,,True,10.715297116736188,0.5957877161914465,11.0,0.5274725274725275,0.5544554455445545,,,114949823,27.88289378472109,0,0.7578105473631592
