key,kind,routed,P_hat,obs_R,n_events,fap_ref,fap_evt,P_true,period_match
92706840_P2.0_R1_141,inj,True,0.6593615947923009,0.6638687353047266,8.0,0.47152847152847155,0.5346534653465347,2.0,False
24270027_P2.0_R1_143,inj,True,2.874045348346751,0.6494529172384738,12.0,0.2077922077922078,0.25742574257425743,2.0,False
144434171_P2.0_R1_142,inj,True,0.8971151334722708,0.4789307794194424,17.0,0.4875124875124875,0.48514851485148514,2.0,False
229112415_P4.0_R2_145,inj,True,0.9471575612006223,0.5436988354215221,13.0,0.43656343656343655,0.44554455445544555,4.0,False
248955543_P4.0_R2_147,inj,True,0.527991857295157,0.82768406096145,10.0,0.03296703296703297,0.02920348745303021,4.0,False
469933344_P4.0_R2_148,inj,True,0.5226576947767994,0.5312672344551169,13.0,0.44155844155844154,0.33663366336633666,4.0,False
52016952_P4.0_R2_149,inj,True,2.2840609337606606,0.4635281844799952,15.0,0.8511488511488512,0.8415841584158416,4.0,False
439455229_P4.0_R2_150,inj,True,0.5718085031253407,0.5664120121835831,11.0,0.5294705294705294,0.6237623762376238,4.0,False
220399756_P4.0_R2_152,inj,True,2.456765396805463,0.9828634500179761,3.0,0.04195804195804196,0.05342394109568371,4.0,False
52194213_P4.0_R2_144,inj,True,1.383455814239983,0.40321101086797895,28.0,0.7032967032967034,0.7227722772277227,4.0,False
164772943_P4.0_R2_153,inj,True,3.8207330766565883,0.460963184245766,15.0,0.7212787212787213,0.7326732673267327,4.0,False
150066811_P4.0_R2_154,inj,True,0.9589431094299099,0.7116069360227678,9.0,0.2517482517482518,0.25742574257425743,4.0,False
52307802_P4.0_R2_146,inj,True,0.5002119675251753,0.402711494832104,40.0,0.13086913086913088,0.1188118811881188,4.0,False
40059019_P4.0_R2_155,inj,True,1.078278359026058,0.953883511026274,4.0,0.22877122877122877,0.25742574257425743,4.0,False
425938730_P4.0_R2_151,inj,True,1.9973972596045177,0.38179641415648113,33.0,0.43956043956043955,0.42574257425742573,4.0,True
