tic,n_events_ge2,max_event_snr,period_fap,tls_sde,ra,dec,Tmag,Teff,rad
206467901,11,3.574393298119321,0.5034965034965035,8.101699987430717,57.0612537705781,-49.0823221767733,8.5433,7410.0,2.14708
206469812,3,2.5725841185324274,0.3946053946053946,5.8225009657444,57.2272829705952,-49.50550330807,14.2905,3383.0,0.320367
206474468,11,3.2191577923634886,0.4875124875124875,4.059862329115216,57.3592564639687,-48.0703668817221,10.2,6357.0,1.12697
206478479,12,3.2008447901684662,0.7482517482517482,6.433640195802077,57.9302981004442,-52.2457155924137,10.5488,5760.9,0.848707
206532858,26,3.5544820924481915,0.6443556443556444,7.425896243681789,17.2095114065838,-59.6371554142197,8.4363,5954.0,1.10303
207148330,10,4.699414697710171,0.6713286713286714,4.637284752823836,45.744701069678,-54.2788388129955,11.2245,5211.2,0.946954
211436475,12,3.534715862764496,0.6143856143856143,5.543289804553531,4.7301960407714,-20.8335489434699,11.3393,3879.0,0.58659
218960215,13,3.5829285382545772,0.4785214785214785,4.564312897975028,347.517525855604,-33.4742088285485,9.5385,5747.0,1.07385
219141658,14,5.155029815109192,0.5014985014985015,4.339062415655219,342.63464073015,-56.4670946452764,9.1354,5788.0,0.873988
219229293,10,3.433247248623467,0.3516483516483517,5.613380341519721,63.3051779338921,-52.4467250234607,11.485,4182.0,0.660586
219238878,13,3.2464849768961392,0.8411588411588412,5.78977274136245,64.5196265533579,-49.0250152352456,10.7961,3384.0,0.369173
220394125,11,3.9856690884742423,0.4775224775224775,5.262121519041659,68.7034243696756,-54.9962384152051,10.0965,6161.0,1.57503
220394510,9,2.9472806990676976,0.2227772227772227,4.003098269634138,68.6236273814705,-56.5727815460989,10.4939,6578.0,1.34515
220408612,21,3.029607442661088,0.4015984015984016,5.28150894175779,70.4765581423526,-58.020756857577,7.7421,5545.71,1.19258
220413881,21,3.118552148561452,0.1128871128871128,6.41621685994869,71.1312472323488,-56.2884008252162,9.3809,6431.0,1.27402
220414767,40,3.3893894643480165,0.8191808191808192,8.161235752897868,71.1329423299019,-59.6186545583748,10.8923,5075.0,0.736008
220416628,10,3.3890720476804024,0.2457542457542457,4.43481828990457,71.4401508556279,-54.0104167558979,10.3078,6356.0,1.39837
220423078,7,3.614582587523836,0.3646353646353646,4.552424607696651,72.114562259231,-54.8527387636487,10.8641,5875.0,1.28694
220423277,10,3.2995595123975394,0.4925074925074925,5.754625867484903,72.1943057363244,-54.2012066568243,11.0147,5812.0,1.005
220482527,14,6.011199925355276,0.8031968031968032,7.100216991529228,343.009909709556,-55.4629739470959,9.3292,6275.6,1.60518
224281503,19,3.9980893504379647,0.964035964035964,5.741600814928907,355.831935750476,-39.9784096315719,9.8965,5496.0,0.95379
224285142,25,4.604397247809808,0.4675324675324675,9.8527556293145,356.461221677239,-41.0777571099022,8.6705,7663.0,2.26192
224285897,9,3.9509437832094743,0.2557442557442557,4.77747546039029,356.594910522283,-38.3630652521529,9.4888,5921.0,1.10378
229037487,12,2.6510549430869017,0.5914085914085914,5.348462205652549,329.979493832648,-31.8885046644062,9.8689,6381.0,1.45107
229039703,12,3.3769968635627374,0.6613386613386614,5.150750821439226,330.096410791887,-32.4818738816984,10.0793,5226.0,0.803621
231013930,8,2.8635526233867323,0.1608391608391608,5.687981289305438,26.5418817287316,-56.7550189950005,9.5197,7102.0,1.3937
231047005,26,7.349865809086987,0.906093906093906,6.897186275640343,28.751863419028,-59.6550073833621,10.2636,5404.0,0.993704
231061445,31,4.337902870040119,0.5114885114885115,4.822818015619012,31.2575685200232,-55.8222120287403,10.5818,4988.0,0.764551
231671734,15,3.444751433837892,0.0019980019980019,8.634655708746832,321.555146976677,-57.9500554204242,8.3821,6517.0,1.32436
231862051,13,2.941349974234495,0.2057942057942058,6.604220383901386,29.1886579614118,-62.421053440569,11.0514,5130.0,0.739993
233959273,23,3.594592912424559,0.6003996003996004,7.824895124988286,31.5203717331806,-60.6502073216511,12.5682,3191.0,0.254519
237356930,7,4.571268461095891,0.6923076923076923,4.056201014410584,60.9079778791424,-51.9308392010021,7.6042,5920.58,0.995896
237356985,7,2.4978044541986626,0.3386613386613387,4.8368180644353895,60.8880742480404,-52.1975882239064,8.8433,9490.0,1.86797
237912376,30,4.384251259745282,0.0869130869130869,7.95958777772189,22.113926377548,-63.078442594208,9.5864,5502.4,1.13498
246883482,14,3.251112669957826,0.3006993006993007,6.5097385023294105,7.96317314790092,-27.8283789777483,8.8455,5238.0,0.952148
248945311,12,3.4519526733493655,0.2687312687312687,5.719051177115948,20.3051665616884,-3.82544251796975,10.4261,6601.3,1.43919
248952560,3,2.29571684126431,0.5514485514485514,6.836190882559263,21.1252465621647,-1.44402307978995,10.283,5634.0,0.864535
251841265,20,3.899222824339216,0.6773226773226774,5.262341439659044,6.69300271053421,-35.2371024987472,9.9999,6210.0,1.37959
251845481,12,3.812537274880037,0.8191808191808192,6.386854469753792,6.86535557730437,-34.2942380917851,8.9338,6338.0,1.36596
251846711,21,3.2573278167181217,0.984015984015984,4.932407256596371,7.08671268408608,-31.000633487956,8.62885,5983.0,1.60485
251848320,17,3.0361911661100462,0.4895104895104895,5.731554799166353,7.32274104009731,-34.1022179118726,8.8971,6020.0,1.33528
251853202,15,3.687440825571152,0.1688311688311688,4.714525337626353,8.15502944168706,-30.8698891452449,10.6284,4415.0,0.7384
251879885,13,4.74065901650744,0.1238761238761238,7.032899022222083,9.85137160408991,-31.8291936339472,13.714,3101.0,0.273502
251881536,11,2.9053814948374663,0.1958041958041958,4.663739439950876,10.1761500971422,-34.3002164400598,9.3402,6049.6,1.23033
251882735,12,3.548796979919865,0.3946053946053946,6.782922561870064,10.2325302824873,-32.7512029888336,8.906,6336.0,1.66846
260420562,48,2.9768627936265735,0.8831168831168831,6.541924492657021,95.9443139566875,-59.5231748579315,10.0481,5997.29,1.26375
262820103,7,3.2498441863745,0.7212787212787213,6.926058276822312,23.9825613331502,1.27512873845793,7.79675,6390.0,1.86705
262824351,14,3.645407874068427,0.6033966033966034,5.377233705360565,348.956383375901,-55.7469549946088,10.4141,5813.0,1.00333
262829638,2,2.719137248516115,0.0969030969030969,5.5329721569323995,349.324220665997,-54.9347508547151,7.955,6255.0,1.23479
266717622,9,3.184426215021582,0.1278721278721278,4.37516185557447,28.6613964711765,-23.0751784151192,10.5997,5092.0,0.857292
266877446,5,4.195177833333964,0.4315684315684315,3.914512315797361,31.4468786071134,-18.9668420022881,9.90084,5437.0,0.942338
266968065,15,3.688946910184095,0.3656343656343656,4.622244210614908,2.91218317523319,-73.1393186148017,9.5723,5969.2,1.06273
268769168,10,3.561314970779855,0.5714285714285714,5.4173257935321555,32.3663427912022,-20.1546572945136,12.4168,3331.0,0.318414
270166054,10,7.211914359507173,0.1288711288711288,4.539228340778292,330.076961830682,-26.9333793084451,10.7557,5202.0,0.798457
270275818,20,3.382616324391807,0.2847152847152847,5.046456266264348,334.337514642854,-76.2682947946493,12.5067,3488.0,0.38804
