tic,P,Rp,b,k,t14_seeded,Lb,obs_R,P_hat,P_true,fap_sealed,fap_full,fap_cur,bitexact,gate_sealed,gate_full,gate_cur,n_cur,curtailed,t_sealed,t_full,t_cur
327939708,1.0,2,0.3,3,0.05,0.15000000000000002,0.935970926549138,0.530304910963472,1.0,0.48951048951048953,0.48951048951048953,0.01098901098901099,True,False,False,False,20,True,12.220805999999996,1.90176000000001,0.038092999999989274
231668630,1.0,2,0.6,2,0.05,0.15000000000000002,1.0,0.9916553885577741,1.0,0.17182817182817184,0.17182817182817184,0.01098901098901099,True,False,False,False,45,True,13.586729000000005,1.799580000000006,0.08284500000000605
325338671,1.0,2,0.0,4,0.05,0.15000000000000002,0.9609917036968347,0.996187196362066,1.0,0.42857142857142855,0.42857142857142855,0.01098901098901099,True,False,False,False,28,True,13.311949999999996,1.9577850000000012,0.055452999999999975
183594608,0.5,12,0.0,79,0.05,0.15000000000000002,0.9714370070478322,0.5002212472595925,0.5,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,28.023658999999995,4.175823000000008,4.197639999999993
150390619,0.5,12,0.3,130,0.05,0.15000000000000002,0.9681916402355236,0.5000260355501703,0.5,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,44.695603000000006,7.7215559999999925,7.824877999999998
150270977,0.5,12,0.6,124,0.05,0.15000000000000002,0.8374674505714923,0.5010030332423341,0.5,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,43.667243,7.387536999999995,7.496383000000009
139844443,1.0,2,0.6,2,0.1,0.30000000000000004,1.0,5.005496969771002,1.0,0.1888111888111888,0.1888111888111888,0.01098901098901099,True,False,False,False,92,True,12.37147299999998,1.9044939999999997,0.1736699999999871
401986029,1.0,4,0.0,23,0.05,0.15000000000000002,0.9300668999177344,0.5015151444623462,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,14.426886999999994,2.143086000000011,2.158955999999989
231912935,1.0,2,0.3,5,0.1,0.30000000000000004,0.9531769532381839,0.6731435330407552,1.0,0.47352647352647353,0.47352647352647353,0.01098901098901099,True,False,False,False,22,True,26.315922999999984,3.486682000000002,0.07329400000000419
219317391,1.0,4,0.6,25,0.05,0.15000000000000002,0.9388293283310589,0.5007349728616423,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,14.41219799999999,2.0350310000000036,2.0382040000000075
278990983,1.0,4,0.0,4,0.4,1.2000000000000002,0.9800555404249719,0.5081579378025878,1.0,0.2787212787212787,0.2787212787212787,0.01098901098901099,True,False,False,False,51,True,22.498277,2.8754360000000077,0.14175900000000752
355508749,1.0,4,0.6,23,0.05,0.15000000000000002,0.9904526602727554,1.0025510891136988,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,14.627755999999977,2.1390989999999874,2.142511999999982
