task,tic,period_days,radius_rearth,b,cost_full,cost_full_wall,cost_full_cpu_spread,cost_detector,cost_period,cost_tls,cost_comb,fast_path_eligible,routed_in_retime,confirmed_cheap,n_repeats,ge,E_surrogates,cost_detector_leverA,cost_detector_leverAB,cost_comb_leverA,cost_comb_leverAB,cost_comb_free_detector
357,167551097,0.5,1,0.0,480.29218,482.8469974590698,65.94428824175046,31.317244999999957,0.0,480.29218,511.609425,True,True,False,5,132.0,75.75757575757575,4.9341807152985595,0.37835739266343504,485.22636071529854,480.6705373926634,480.29218
437,167551097,0.5,1,0.6,471.9838809999999,474.429594624904,49.569921785656014,31.10894200000007,0.0,471.9838809999999,503.0928229999999,True,True,False,5,76.0,131.57894736842115,4.901361588151894,0.6491681918373536,476.88524258815175,472.63304919183724,471.9838809999999
1100,231005223,0.5,4,0.3,30.798131000000012,31.191126333083957,5.372607788235139,8.667539000000033,0.0,30.798131000000012,39.465670000000046,True,True,False,5,508.0,19.68503937007874,1.3656119426500761,0.02821951728068585,32.16374294265009,30.826350517280698,30.798131000000012
1084,412051524,0.5,4,0.0,55.36656700000003,56.221439542016014,12.669191308839366,15.078737999999705,0.0,0.0121169999997619,15.090854999999465,True,True,True,5,-0.0,1000.0,2.375726800062975,2.375726800062975,2.387843800062737,2.387843800062737,0.0121169999997619
1014,260657210,0.5,4,0.6,245.7041360000003,271.89596329198685,38.293183456196914,26.768195000000105,0.0,0.0208370000000286,26.789032000000137,True,True,True,5,4.0,998.9934409202511,4.217456278556814,4.213215400524222,4.238293278556843,4.23405240052425,0.0208370000000286
1056,260300455,0.5,4,0.6,266.23142499999994,269.0727647920139,40.57700984388883,30.41204400000015,0.0,0.0157159999998839,30.427760000000035,True,True,True,5,-0.0,1000.0,4.791561997794257,4.791561997794257,4.807277997794141,4.807277997794141,0.0157159999998839
1146,55296811,0.5,4,0.6,195.68370699999969,207.37312266696244,26.556101336796267,21.394695999999385,0.0,0.0149339999998119,21.409629999999197,True,True,True,5,-0.0,1000.0,3.3708359855048657,3.3708359855048657,3.3857699855046777,3.3857699855046777,0.0149339999998119
1632,234280067,0.5,8,0.0,68.58703299999996,69.79812224999841,0.5227328192836665,15.159942,0.0,0.0106969999999932,15.170638999999994,True,True,True,5,-0.0,1000.0,2.3885208760044114,2.3885208760044114,2.3992178760044047,2.3992178760044047,0.0106969999999932
1719,178171862,0.5,8,0.0,29.93055300000003,30.11706162499831,0.2112936818462586,9.525732000000062,0.0,0.007425000000012,9.533157000000074,True,True,True,5,-0.0,1000.0,1.5008243264534522,1.5008243264534522,1.5082493264534642,1.5082493264534642,0.007425000000012
1768,340707249,0.5,8,0.3,30.885042999999996,30.98978216699834,0.1845141895027243,9.66438800000003,0.0,0.0073449999999866,9.671733000000016,True,True,True,5,-0.0,1000.0,1.5226702379076777,1.5226702379076777,1.5300152379076644,1.5300152379076644,0.0073449999999866
1615,262924431,0.5,8,0.3,226.8905269999999,227.60867958400195,1.823094069448855,23.601134,0.0,0.0163599999998496,23.61749399999985,True,True,True,5,-0.0,1000.0,3.718470773593823,3.718470773593823,3.7348307735936728,3.7348307735936728,0.0163599999998496
1112,31654804,0.5,4,0.3,329.872387,332.0175798749988,2.023384572641112,29.61576500000001,0.0,0.0215339999999741,29.637298999999985,True,True,True,5,-0.0,1000.0,4.666104458799434,4.666104458799434,4.687638458799408,4.687638458799408,0.0215339999999741
1851,11646650,0.5,8,0.0,27.928863000000092,28.025389542002813,0.0427051256522279,8.98759999999993,0.0,27.928863000000092,36.91646300000002,True,True,False,5,346.0,28.90173410404624,1.4160390735780573,0.04229972413493611,29.34490207357815,27.971162724135027,27.928863000000092
1824,260657210,0.5,8,0.0,334.30822999999987,335.389987999999,0.4995308485426945,30.62643700000035,0.0,0.0205860000000939,30.647023000000445,True,True,True,5,-0.0,1000.0,4.825340633370151,4.825340633370151,4.845926633370245,4.845926633370245,0.0205860000000939
1898,370328324,0.5,8,0.6,66.68357500000002,67.00927758300531,0.1310844927584673,12.772102999999788,0.0,66.68357500000002,79.4556779999998,True,True,False,5,412.0,24.271844660194176,2.012305498660751,0.05080386810290617,68.69588049866077,66.73437886810292,66.68357500000002
1957,28077586,0.5,8,0.3,29.2261239999998,29.299323082996125,0.0234261083153489,7.767466999999669,0.0,29.2261239999998,36.99359099999947,True,True,False,5,170.0,58.82352941176468,1.22380132345985,0.07313897549266421,30.44992532345965,29.299262975492464,29.2261239999998
1952,234280067,0.5,8,0.6,67.20202800000015,67.35375870900316,0.0603359827915329,15.047797000000172,0.0,0.0106540000001587,15.058451000000332,True,True,True,5,-0.0,1000.0,2.3708518985347675,2.3708518985347675,2.3815058985349262,2.3815058985349262,0.0106540000001587
1842,31654804,0.5,8,0.0,337.1068650000002,338.0583117499991,0.6617895214983821,31.61445999999978,0.0,0.0205829999999878,31.63504299999977,True,True,True,5,-0.0,1000.0,4.98100835040173,4.98100835040173,5.001591350401718,5.001591350401718,0.0205829999999878
1417,167551097,0.5,4,0.0,591.1195179999997,593.3950761660017,0.8678183960400284,36.81241,0.0,0.0264299999998911,36.83883999999989,True,True,True,5,-0.0,1000.0,5.7999700645974475,5.7999700645974475,5.826400064597339,5.826400064597339,0.0264299999998911
1071,141809729,0.5,4,0.6,609.644241,611.9722227919956,0.642383926679529,37.79586399999971,0.0,0.0257369999999355,37.821600999999646,True,True,True,5,-0.0,1000.0,5.95491791397506,5.95491791397506,5.980654913974996,5.980654913974996,0.0257369999999355
2138,340707249,0.5,12,0.0,31.167979999999716,31.2454325409999,0.0260059859063788,9.733252999999875,0.0,0.0071920000000318,9.740444999999909,True,True,True,5,-0.0,1000.0,1.5335202457853907,1.5335202457853907,1.5407122457854225,1.5407122457854225,0.0071920000000318
2173,111244232,0.5,12,0.6,30.111733000000186,30.187574250005127,0.0463901538803449,9.758440000000064,0.0,0.0072989999998753,9.76573899999994,True,True,True,5,-0.0,1000.0,1.537488577280615,1.537488577280615,1.5447875772804904,1.5447875772804904,0.0072989999998753
1202,279854899,0.5,4,0.3,673.8590429999999,676.4268782920008,0.7529224552785123,45.4811950000003,0.0,0.0292469999994864,45.510441999999784,True,True,True,5,-0.0,1000.0,7.1657783204664085,7.1657783204664085,7.195025320465895,7.195025320465895,0.0292469999994864
2003,207206422,0.5,12,0.0,250.71502200000032,251.40291091699328,0.1744479511471127,26.746896000000103,0.0,0.0177690000000438,26.76466500000015,True,True,True,5,-0.0,1000.0,4.214100519930692,4.214100519930692,4.2318695199307355,4.2318695199307355,0.0177690000000438
2025,262924431,0.5,12,0.3,227.77178300000017,228.52033720799955,0.3095374560002774,23.762181000000055,0.0,0.0161760000000867,23.778357000000145,True,True,True,5,-0.0,1000.0,3.7438444934614865,3.7438444934614865,3.7600204934615733,3.7600204934615733,0.0161760000000867
2334,92130019,0.5,12,0.3,66.51809999999932,66.7369137919959,0.2510437905744592,14.649403999999777,0.0,0.0107639999996536,14.66016799999943,True,True,True,5,-0.0,1000.0,2.3080831889081104,2.3080831889081104,2.318847188907764,2.318847188907764,0.0107639999996536
2470,33495280,0.5,12,0.6,30.25948100000005,30.34135487500316,0.0189918555492406,9.773432999999386,0.0,0.0072180000006483,9.780651000000034,True,True,True,5,-0.0,1000.0,1.539850795651392,1.539850795651392,1.5470687956520404,1.5470687956520404,0.0072180000006483
2547,146711335,1.0,1,0.6,23.750543000000107,25.781200499994156,0.5099061133905357,7.877808000000186,0.0,23.750543000000107,31.628351000000293,True,True,False,5,149.0,67.11409395973155,1.241186072160105,0.08445780693368983,24.99172907216021,23.835000806933795,23.750543000000107
2265,262924431,0.5,12,0.3,231.3094819999997,238.15857150000377,2.344940958083974,23.899037000000135,0.0,0.0162019999997937,23.91523899999993,True,True,True,5,-0.0,1000.0,3.765406806365233,3.765406806365233,3.7816088063650266,3.7816088063650266,0.0162019999997937
2602,231280161,1.0,1,0.0,147.1500160000005,152.0851937500047,1.4120540275001323,21.928563999999824,0.0,147.1500160000005,169.07858000000033,True,True,False,5,424.0,23.584905660377363,3.4549494249251333,0.08485475092223718,150.60496542492564,147.23487075092274,147.1500160000005
2502,31654804,1.0,1,0.6,202.32875200000035,209.5144581250061,1.64205870055548,25.527208000000428,0.0,202.32875200000035,227.8559600000008,True,True,False,5,635.0,15.748031496062993,4.02193288167645,0.06729216641095762,206.3506848816768,202.39604416641131,202.32875200000035
2857,28077586,1.0,1,0.0,27.65859199999977,27.731860916996084,0.0671729896419857,7.5788549999997485,0.0,27.65859199999977,35.23744699999952,True,True,False,5,109.0,91.74311926605506,1.1940846069008584,0.11063249861295382,28.85267660690063,27.769224498612726,27.65859199999977
2889,268534632,1.0,1,0.6,20.867635999999948,20.92323883299832,0.0316471016783759,8.049841000000015,0.0,20.867635999999948,28.917476999999963,True,True,False,5,167.0,59.88023952095808,1.268290688514261,0.0771367041947543,22.13592668851421,20.9447727041947,20.867635999999948
2365,388179423,0.5,12,0.6,334.97624799999994,340.0538407499989,3.849685963321236,35.33488900000066,0.0,0.0214539999997214,35.35634300000038,True,True,True,5,-0.0,1000.0,5.567179612415417,5.567179612415417,5.588633612415139,5.588633612415139,0.0214539999997214
2688,142105308,1.0,1,0.6,96.75281300000006,97.0112740830009,0.1368215186502009,16.63484199999948,0.0,96.75281300000006,113.38765499999954,True,True,False,5,127.5,78.74015748031496,2.62089837718599,0.20878206726944332,99.37371137718605,96.9615950672695,96.75281300000006
2961,197736345,1.0,1,0.6,39.85128200000054,39.946623833995545,0.0933488712526309,12.291401000000404,0.0,39.85128200000054,52.14268300000094,True,True,False,5,192.5,52.083333333333336,1.9365686150938086,0.10269682049739895,41.78785061509435,39.95397882049794,39.85128200000054
2662,31654804,1.0,1,0.0,214.71216900000036,215.24084279100495,3.689966643123837,25.937645999999404,0.0,214.71216900000036,240.64981499999976,True,True,False,5,585.0,17.094017094017097,4.086599338269955,0.07386912915390162,218.79876833827032,214.78603812915426,214.71216900000036
3067,28077586,1.0,2,0.3,27.658220999999685,27.70920641599514,0.0778934412865902,7.548099999999977,0.0,27.658220999999685,35.20632099999966,True,True,False,5,113.5,88.49557522123897,1.1892390105561645,0.10632530402123978,28.84746001055585,27.764546304020925,27.658220999999685
2968,142105308,1.0,1,0.0,97.669355,97.8526010420028,0.0826004548862518,16.86097400000017,0.0,97.669355,114.53032900000017,True,True,False,5,132.5,75.75757575757575,2.656526547975448,0.20370483292531133,100.32588154797544,97.8730598329253,97.669355
2933,207206422,1.0,1,0.3,171.85616500000015,172.2009434579959,0.2362744849465623,20.14647199999945,0.0,171.85616500000015,192.0026369999996,True,True,False,5,195.0,51.28205128205127,3.1741723648967146,0.16578645590369628,175.03033736489687,172.02195145590383,171.85616500000015
3095,260852493,1.0,2,0.6,53.45935799999915,53.63266137499886,0.0497995838482692,13.058836999999585,0.0,53.45935799999915,66.51819499999874,True,True,False,5,237.0,42.19409282700422,2.0574818024262775,0.08878227768618639,55.51683980242542,53.548140277685334,53.45935799999915
2062,279854899,0.5,12,0.6,680.6624059999999,682.8529471669972,6.628918644505199,48.06268100000034,0.0,0.0285549999998693,48.09123600000021,True,True,True,5,-0.0,1000.0,7.572503702536684,7.572503702536684,7.6010587025365535,7.6010587025365535,0.0285549999998693
3171,197736345,1.0,2,0.0,47.166222000000744,47.29666641700169,0.0596927695300382,12.304001000000426,0.0,47.166222000000744,59.47022300000117,True,True,False,5,285.5,35.08771929824562,1.9385538049472861,0.06988809746002363,49.10477580494803,47.23611009746077,47.166222000000744
3072,31654804,1.0,2,0.0,238.27116899999965,238.9369304580032,0.3610482365898927,25.197893999999906,0.0,238.27116899999965,263.46906299999955,True,True,False,5,541.5,18.484288354898336,3.970047896644069,0.07727628171925141,242.24121689664372,238.3484452817189,238.27116899999965
2349,33878145,0.5,12,0.3,685.5735719999993,687.6168436249936,6.648003773969701,46.08713900000021,0.0,0.0281659999991461,46.11530499999935,True,True,True,5,-0.0,1000.0,7.261247676067465,7.261247676067465,7.289413676066611,7.289413676066611,0.0281659999991461
3272,31654804,1.0,2,0.6,218.39223800000036,219.0105981250017,0.2677643885167715,26.26937199999975,0.0,218.39223800000036,244.6616100000001,True,True,False,5,596.5,16.778523489932887,4.1388643453599725,0.07350938759802994,222.53110234536032,218.46574738759838,218.39223800000036
3611,11646650,1.0,4,0.0,22.839716999999837,22.8991712499992,0.044237384386828,0.0076600000011239,0.0,22.839716999999837,22.84737700000096,True,True,False,5,287.0,34.8432055749129,0.001206869387289097,4.32148526979743e-05,22.840923869387126,22.839760214852536,22.839716999999837
3312,31654804,1.0,2,0.0,233.85942700000123,234.5122977919964,0.2583592294025116,24.69202000000041,0.0,233.85942700000123,258.55144700000164,True,True,False,5,541.5,18.484288354898336,3.8903450449031682,0.07572487977516808,237.7497720449044,233.9351518797764,233.85942700000123
