tic,n_cadences,tau_recorded,tau_recomputed,tau_c,has_m1_row,n_events,baseline_days,obs_R,fap_A_0.05,Lb_A_0.05,fap_C_0.05,Lb_C_0.05,fap_A_0.1,Lb_A_0.1,fap_C_0.1,Lb_C_0.1,fap_A_0.2,Lb_A_0.2,fap_C_0.2,Lb_C_0.2
164775178,11137,,0.0027778087803653,0.0027778087803653,False,4,17.775155412428376,0.934950639359262,0.0419580419580419,0.15,0.0419580419580419,0.15,0.0989010989010989,0.3,0.0989010989010989,0.3,0.1918081918081918,0.6000000000000001,0.1918081918081918,0.6000000000000001
165889185,11056,,0.0027777610503108,0.0027777610503108,False,8,17.776265388736647,0.7455359866340611,0.1738261738261738,0.15,0.1738261738261738,0.15,0.2567432567432567,0.3,0.2567432567432567,0.3,0.3136863136863136,0.6000000000000001,0.3136863136863136,0.6000000000000001
165940959,8967,,0.0027777601187608,0.0027777601187608,False,4,17.776305971816328,0.8402469087683607,0.2547452547452547,0.15,0.2547452547452547,0.15,0.2467532467532467,0.3,0.2467532467532467,0.3,0.2657342657342657,0.6000000000000001,0.2657342657342657,0.6000000000000001
167526213,27403,,0.0083333984257478,0.0083333984257478,False,9,49.60453648290968,0.7015933380920907,0.1138861138861138,0.15,0.1138861138861138,0.15,0.3756243756243756,0.3,0.3756243756243756,0.3,0.5274725274725275,0.6000000000000001,0.5274725274725275,0.6000000000000001
167526477,43897,0.0138889741601815,0.0138889741601815,0.0138889741601815,True,19,78.41710323256552,0.5360488726208845,0.0479520479520479,0.15,0.0479520479520479,0.15,0.1978021978021978,0.3,0.1978021978021978,0.3,0.3096903096903097,0.6000000000000001,0.3096903096903097,0.6000000000000001
167549317,43901,,0.013888931014435,0.013888931014435,False,24,78.41686400625713,0.5499395742515261,0.0179820179820179,0.15,0.0179820179820179,0.15,0.0509490509490509,0.3,0.0509490509490509,0.3,0.1098901098901098,0.6000000000000001,0.1098901098901098,0.6000000000000001
167655998,23566,,0.0069445026961147,0.0069445026961147,False,23,49.60596188821864,0.4383298558457462,0.8081918081918081,0.15,0.8081918081918081,0.15,0.8361638361638362,0.3,0.8361638361638362,0.3,0.8281718281718282,0.6000000000000001,0.8281718281718282,0.6000000000000001
167698166,40437,,0.0138889523896068,0.0138889523896068,False,36,78.41701026330793,0.3180223855824855,0.8831168831168831,0.15,0.8831168831168831,0.15,0.96003996003996,0.3,0.96003996003996,0.3,0.983016983016983,0.6000000000000001,0.983016983016983,0.6000000000000001
167723227,40280,,0.0138889604231735,0.0138889604231735,False,37,78.4170574664322,0.3548699102644933,0.7642357642357642,0.15,0.7642357642357642,0.15,0.8151848151848152,0.3,0.8151848151848152,0.3,0.8291708291708292,0.6000000000000001,0.8291708291708292,0.6000000000000001
167797589,41682,,0.0138889433678741,0.0138889433678741,False,31,78.4169710991564,0.3860847993143567,0.4265734265734265,0.15,0.4265734265734265,0.15,0.4795204795204795,0.3,0.4795204795204795,0.3,0.5714285714285714,0.6000000000000001,0.5714285714285714,0.6000000000000001
167813804,41822,0.0138889528554955,0.0138889528554955,0.0138889528554955,True,36,78.41703005533873,0.4052193650796963,0.3746253746253746,0.15,0.3746253746253746,0.15,0.4285714285714285,0.3,0.4285714285714285,0.3,0.4445554445554445,0.6000000000000001,0.4445554445554445,0.6000000000000001
169266000,16545,,0.0055555482426825,0.0055555482426825,False,11,24.90401934975398,0.6845023444214375,0.2377622377622377,0.15,0.2377622377622377,0.15,0.3086913086913087,0.3,0.3086913086913087,0.3,0.3126873126873127,0.6000000000000001,0.3126873126873127,0.6000000000000001
169304346,16545,,0.005555551503221,0.005555551503221,False,11,24.90403719016922,0.5581280428965697,0.5684315684315684,0.15,0.5684315684315684,0.15,0.6233766233766234,0.3,0.6233766233766234,0.3,0.6503496503496503,0.6000000000000001,0.6503496503496503,0.6000000000000001
175391698,16544,0.0055554932955601,0.0055554932955601,0.0055554932955601,True,19,24.903770851470657,0.50333294588014,0.6073926073926074,0.15,0.6073926073926074,0.15,0.6773226773226774,0.3,0.6773226773226774,0.3,0.7382617382617382,0.6000000000000001,0.7382617382617382,0.6000000000000001
175392087,16545,,0.0055554863106408,0.0055554863106408,False,7,24.90374463334319,0.7882313163037727,0.0869130869130869,0.15,0.0869130869130869,0.15,0.2157842157842157,0.3,0.2157842157842157,0.3,0.2937062937062937,0.6000000000000001,0.2937062937062937,0.6000000000000001
175397329,16544,,0.0055554918976667,0.0055554918976667,False,14,24.9037660430522,0.5145142428594691,0.5554445554445554,0.15,0.5554445554445554,0.15,0.5624375624375625,0.3,0.5624375624375625,0.3,0.6433566433566433,0.6000000000000001,0.6433566433566433,0.6000000000000001
175405764,16543,,0.0055554909667989,0.0055554909667989,False,5,24.903766652602823,0.8083735250429706,0.0169830169830169,0.15,0.0169830169830169,0.15,0.1288711288711288,0.3,0.1288711288711288,0.3,0.2597402597402597,0.6000000000000001,0.2597402597402597,0.6000000000000001
175405928,16545,,0.0055554877076247,0.0055554877076247,False,11,24.90375421199587,0.6431189841544893,0.2727272727272727,0.15,0.2727272727272727,0.15,0.2747252747252747,0.3,0.2747252747252747,0.3,0.2707292707292707,0.6000000000000001,0.2707292707292707,0.6000000000000001
175409859,16545,,0.0055554909687316,0.0055554909687316,False,15,24.9037680109368,0.5897984034246251,0.1818181818181818,0.15,0.1818181818181818,0.15,0.1648351648351648,0.3,0.1648351648351648,0.3,0.1498501498501498,0.6000000000000001,0.1498501498501498,0.6000000000000001
175411371,16545,,0.0055554937612214,0.0055554937612214,False,16,24.90377916724992,0.5622295481677216,0.3656343656343656,0.15,0.3656343656343656,0.15,0.3556443556443556,0.3,0.3556443556443556,0.3,0.3576423576423576,0.6000000000000001,0.3576423576423576,0.6000000000000001
175457541,16545,,0.0055554951594558,0.0055554951594558,False,17,24.90378735636932,0.4446464346371949,0.7492507492507493,0.15,0.7492507492507493,0.15,0.7382617382617382,0.3,0.7382617382617382,0.3,0.6923076923076923,0.6000000000000001,0.6923076923076923,0.6000000000000001
175475124,16544,,0.0055555026078764,0.0055555026078764,False,15,24.90381562247512,0.6114604702186639,0.1618381618381618,0.15,0.1618381618381618,0.15,0.1548451548451548,0.3,0.1548451548451548,0.3,0.1348651348651348,0.6000000000000001,0.1348651348651348,0.6000000000000001
179282641,16543,,0.0055556423067173,0.0055556423067173,False,18,24.904469946432982,0.4729200529412946,0.4795204795204795,0.15,0.4795204795204795,0.15,0.5104895104895105,0.3,0.5104895104895105,0.3,0.4785214785214785,0.6000000000000001,0.4785214785214785,0.6000000000000001
179284271,16542,,0.0055556381166752,0.0055556381166752,False,15,24.904453992411614,0.5371906468029821,0.5394605394605395,0.15,0.5394605394605395,0.15,0.5924075924075924,0.3,0.5924075924075924,0.3,0.5944055944055944,0.6000000000000001,0.5944055944055944,0.6000000000000001
179491590,16544,,0.0055556362535753,0.0055556362535753,False,20,24.904446247533087,0.4912458040974754,0.5294705294705294,0.15,0.5294705294705294,0.15,0.4475524475524475,0.3,0.4475524475524475,0.3,0.3886113886113886,0.6000000000000001,0.3886113886113886,0.6000000000000001
179492666,16544,,0.0055556409097334,0.0055556409097334,False,10,24.90446604931367,0.6472233236665391,0.1448551448551448,0.15,0.1448551448551448,0.15,0.2647352647352647,0.3,0.2647352647352647,0.3,0.2957042957042957,0.6000000000000001,0.2957042957042957,0.6000000000000001
179677415,16543,,0.1777803601144114,0.1777803601144114,False,0,24.904447714366142,,,,,,,,,,,,,
179677491,16545,,0.0055556460333718,0.0055556460333718,False,15,24.9044887987302,0.4681574107480066,0.7482517482517482,0.15,0.7482517482517482,0.15,0.8101898101898102,0.3,0.8101898101898102,0.3,0.7772227772227772,0.6000000000000001,0.7772227772227772,0.6000000000000001
179678378,16545,0.0055556250777044,0.0055556250777044,0.0055556250777044,True,9,24.9044026784004,0.6687284635081986,0.1528471528471528,0.15,0.1528471528471528,0.15,0.2567432567432567,0.3,0.2567432567432567,0.3,0.3006993006993007,0.6000000000000001,0.3006993006993007,0.6000000000000001
179823111,16542,,0.0055556395127496,0.0055556395127496,False,18,24.904461704228197,0.5670401618764326,0.1908091908091908,0.15,0.1908091908091908,0.15,0.1698301698301698,0.3,0.1698301698301698,0.3,0.1808191808191808,0.6000000000000001,0.1808191808191808,0.6000000000000001
179985715,16544,0.0055556409101882,0.0055556409101882,0.0055556409101882,True,19,24.90446968007473,0.4551254142943461,0.3956043956043956,0.15,0.3956043956043956,0.15,0.4635364635364635,0.3,0.4635364635364635,0.3,0.4025974025974026,0.6000000000000001,0.4025974025974026,0.6000000000000001
179986582,16543,,0.0055556395132043,0.0055556395132043,False,4,24.90446351006267,0.9904740965471842,0.0049950049950049,0.15,0.0049950049950049,0.15,0.0339660339660339,0.3,0.0339660339660339,0.3,0.0939060939060939,0.6000000000000001,0.0939060939060939,0.6000000000000001
180413022,16490,,0.0055555312076194,0.0055555312076194,False,2,25.379028792479403,1.0,0.1338661338661338,0.15,0.1338661338661338,0.15,0.1188811188811188,0.3,0.1188811188811188,0.3,0.1068931068931069,0.6000000000000001,0.1068931068931069,0.6000000000000001
180444255,16543,,0.0055556311317559,0.0055556311317559,False,23,24.904433722641443,0.4577025830307932,0.6783216783216783,0.15,0.6783216783216783,0.15,0.6383616383616384,0.3,0.6383616383616384,0.3,0.6073926073926074,0.6000000000000001,0.6073926073926074,0.6000000000000001
180444967,16543,,0.0055556283377882,0.0055556283377882,False,18,24.904422181226437,0.4685851556495727,0.7312687312687313,0.15,0.7312687312687313,0.15,0.7032967032967034,0.3,0.7032967032967034,0.3,0.6913086913086913,0.6000000000000001,0.6913086913086913,0.6000000000000001
180551167,27769,,0.0083333710116448,0.0083333710116448,False,25,49.60410681341659,0.4839763447597631,0.2387612387612387,0.15,0.2387612387612387,0.15,0.2737262737262737,0.3,0.2737262737262737,0.3,0.2467532467532467,0.6000000000000001,0.2467532467532467,0.6000000000000001
180723706,27770,,0.008333378228599,0.008333378228599,False,21,49.60414697903093,0.478189446338914,0.3036963036963037,0.15,0.3036963036963037,0.15,0.2727272727272727,0.3,0.2727272727272727,0.3,0.3256743256743257,0.6000000000000001,0.3256743256743257,0.6000000000000001
180724528,27611,,0.22500066526527,0.22500066526527,False,3,49.6040296774604,0.9989619960481946,0.0219780219780219,0.15,0.1288711288711288,0.6750019957958102,0.0699300699300699,0.3,0.1288711288711288,0.6750019957958102,0.1278721278721278,0.6000000000000001,0.1288711288711288,0.6750019957958102
180724548,11072,,0.0027777170450917,0.0027777170450917,False,4,17.774607220128473,0.9500089785293996,0.0289710289710289,0.15,0.0289710289710289,0.15,0.1288711288711288,0.3,0.1288711288711288,0.3,0.1958041958041958,0.6000000000000001,0.1958041958041958,0.6000000000000001
180999563,27696,0.0083333877751101,0.0083333877751101,0.0083333877751101,True,25,49.604202192489765,0.448929496636461,0.5064935064935064,0.15,0.5064935064935064,0.15,0.5114885114885115,0.3,0.5114885114885115,0.3,0.5404595404595405,0.6000000000000001,0.5404595404595405,0.6000000000000001
181230103,16484,,0.0055555342340767,0.0055555342340767,False,6,25.3790430037634,0.8306350814932152,0.0479520479520479,0.15,0.0479520479520479,0.15,0.1278721278721278,0.3,0.1278721278721278,0.3,0.2027972027972027,0.6000000000000001,0.2027972027972027,0.6000000000000001
181454895,16490,,0.0055555489024072,0.0055555489024072,False,20,25.379106902038075,0.4705806917040869,0.6833166833166833,0.15,0.6833166833166833,0.15,0.7132867132867133,0.3,0.7132867132867133,0.3,0.7542457542457542,0.6000000000000001,0.7542457542457542,0.6000000000000001
182521219,16489,,0.0055555204975235,0.0055555204975235,False,17,25.37898621543809,0.5971799497132099,0.1148851148851148,0.15,0.1148851148851148,0.15,0.1608391608391608,0.3,0.1608391608391608,0.3,0.1828171828171828,0.6000000000000001,0.1828171828171828,0.6000000000000001
183495016,16481,,0.0055555356315153,0.0055555356315153,False,11,25.37905361758112,0.6778422578347995,0.1778221778221778,0.15,0.1778221778221778,0.15,0.1688311688311688,0.3,0.1688311688311688,0.3,0.1918081918081918,0.6000000000000001,0.1918081918081918,0.6000000000000001
183529176,16546,,0.0055555910844304,0.0055555910844304,False,20,24.904208493918304,0.40855789906751,0.9250749250749252,0.15,0.9250749250749252,0.15,0.929070929070929,0.3,0.929070929070929,0.3,0.939060939060939,0.6000000000000001,0.939060939060939,0.6000000000000001
183529462,16545,,0.0055555836338498,0.0055555836338498,False,5,24.90417847599474,0.949102525363522,0.0019980019980019,0.15,0.0019980019980019,0.15,0.0129870129870129,0.3,0.0129870129870129,0.3,0.0559440559440559,0.6000000000000001,0.0559440559440559,0.6000000000000001
183529571,16544,,0.0055555808394274,0.0055555808394274,False,1,24.90416635715974,,,,,,,,,,,,,
183529631,16544,,0.0055555785115757,0.0055555785115757,False,17,24.904157098882024,0.4775594926704201,0.7312687312687313,0.15,0.7312687312687313,0.15,0.8191808191808192,0.3,0.8191808191808192,0.3,0.8421578421578422,0.6000000000000001,0.8421578421578422,0.6000000000000001
183529721,16544,0.0055555771145918,0.0055555771145918,0.0055555771145918,True,18,24.90415185972688,0.472257650266957,0.6153846153846154,0.15,0.6153846153846154,0.15,0.6063936063936064,0.3,0.6063936063936064,0.3,0.5744255744255744,0.6000000000000001,0.5744255744255744,0.6000000000000001
183532275,16545,,0.0055555747858306,0.0055555747858306,False,4,24.90414337025595,0.882211049403961,0.0719280719280719,0.15,0.0719280719280719,0.15,0.2877122877122877,0.3,0.2877122877122877,0.3,0.3826173826173826,0.6000000000000001,0.3826173826173826,0.6000000000000001
183533154,16546,,0.0055555910839757,0.0055555910839757,False,5,24.904209220815577,0.9211695466288976,0.1358641358641358,0.15,0.1358641358641358,0.15,0.2177822177822178,0.3,0.2177822177822178,0.3,0.2587412587412587,0.6000000000000001,0.2587412587412587,0.6000000000000001
183536420,16543,,0.0055555435869791,0.0055555435869791,False,11,24.9040108127856,0.6034407696760633,0.3206793206793207,0.15,0.3206793206793207,0.15,0.3656343656343656,0.3,0.3656343656343656,0.3,0.3406593406593406,0.6000000000000001,0.3406593406593406,0.6000000000000001
183537557,16544,0.0055555501053277,0.0055555501053277,0.0055555501053277,True,15,24.904035612043117,0.5565946110299614,0.2867132867132867,0.15,0.2867132867132867,0.15,0.3146853146853147,0.3,0.3146853146853147,0.3,0.3046953046953047,0.6000000000000001,0.3046953046953047,0.6000000000000001
183563012,16544,,0.3222267675864714,0.3222267675864714,False,0,24.904429725404952,,,,,,,,,,,,,
183584918,16544,,0.0055556492920914,0.0055556492920914,False,18,24.90449813151372,0.4649896205752383,0.6633366633366633,0.15,0.6633366633366633,0.15,0.6623376623376623,0.3,0.6623376623376623,0.3,0.6623376623376623,0.6000000000000001,0.6623376623376623,0.6000000000000001
183585025,16542,,0.0055556446354785,0.0055556446354785,False,17,24.9044784745538,0.5672331170407462,0.1678321678321678,0.15,0.1678321678321678,0.15,0.2117882117882117,0.3,0.2117882117882117,0.3,0.2607392607392607,0.6000000000000001,0.2607392607392607,0.6000000000000001
183585325,16543,,0.0055556343909302,0.0055556343909302,False,17,24.90443683931244,0.4211405920429819,0.8401598401598401,0.15,0.8401598401598401,0.15,0.8101898101898102,0.3,0.8101898101898102,0.3,0.8001998001998002,0.6000000000000001,0.8001998001998002,0.6000000000000001
183591107,27616,,0.566669418634774,0.566669418634774,False,10,49.60412536177455,0.8013579628589027,0.0009990009990009,0.15,0.2777222777222777,1.700008255904322,0.0049950049950049,0.3,0.2777222777222777,1.700008255904322,0.0769230769230769,0.6000000000000001,0.2777222777222777,1.700008255904322
183594608,27617,,0.0083333752004364,0.0083333752004364,False,26,49.604135879200385,0.4680591668571456,0.3956043956043956,0.15,0.3956043956043956,0.15,0.3806193806193806,0.3,0.3806193806193806,0.3,0.3726273726273726,0.6000000000000001,0.3726273726273726,0.6000000000000001
183619369,27615,,0.0083333728721299,0.0083333728721299,False,22,49.60412514966583,0.4956280760710747,0.3916083916083916,0.15,0.3916083916083916,0.15,0.4355644355644356,0.3,0.4355644355644356,0.3,0.4145854145854146,0.6000000000000001,0.4145854145854146,0.6000000000000001
183620516,27619,,0.0083334036057749,0.0083334036057749,False,12,49.60429676051854,0.6364796234214187,0.0359640359640359,0.15,0.0359640359640359,0.15,0.0949050949050949,0.3,0.0949050949050949,0.3,0.1628371628371628,0.6000000000000001,0.1628371628371628,0.6000000000000001
183645350,33021,,0.1111101935271108,0.1111101935271108,False,20,53.716084497255906,0.6884312644892016,0.0049950049950049,0.15,0.0359640359640359,0.3333305805813324,0.0209790209790209,0.3,0.0359640359640359,0.3333305805813324,0.0489510489510489,0.6000000000000001,0.0489510489510489,0.6000000000000001
183675957,16541,0.0055555547614858,0.0055555547614858,0.0055555547614858,True,9,24.904054377727338,0.6976002699004189,0.1888111888111888,0.15,0.1888111888111888,0.15,0.3806193806193806,0.3,0.3806193806193806,0.3,0.4665334665334665,0.6000000000000001,0.4665334665334665,0.6000000000000001
183981752,33034,,0.0111110098066546,0.0111110098066546,False,25,53.7160335578692,0.3750174926723428,0.7802197802197802,0.15,0.7802197802197802,0.15,0.8171828171828172,0.3,0.8171828171828172,0.3,0.8501498501498501,0.6000000000000001,0.8501498501498501,0.6000000000000001
183984138,16544,,0.0055555491749146,0.0055555491749146,False,13,24.904037550591056,0.5982314008136065,0.3606393606393606,0.15,0.3606393606393606,0.15,0.3606393606393606,0.3,0.3606393606393606,0.3,0.3756243756243756,0.6000000000000001,0.3756243756243756,0.6000000000000001
184137441,16543,0.005555453015404,0.005555453015404,0.005555453015404,True,2,24.902319318530772,1.0,0.0279720279720279,0.15,0.0279720279720279,0.15,0.0799200799200799,0.3,0.0799200799200799,0.3,0.1318681318681318,0.6000000000000001,0.1318681318681318,0.6000000000000001
184240478,9049,,0.0027777449855648,0.0027777449855648,False,7,17.774820722801906,0.7010838904625729,0.3746253746253746,0.15,0.3746253746253746,0.15,0.3806193806193806,0.3,0.3806193806193806,0.3,0.4135864135864135,0.6000000000000001,0.4135864135864135,0.6000000000000001
184398115,8968,0.0027777508055351,0.0027777508055351,0.0027777508055351,True,5,17.776248481040966,0.835256412530059,0.5084915084915085,0.15,0.5084915084915085,0.15,0.5574425574425574,0.3,0.5574425574425574,0.3,0.5294705294705294,0.6000000000000001,0.5294705294705294,0.6000000000000001
184449225,11149,,0.0027777254274496,0.0027777254274496,False,4,17.77326108276634,0.986087370388469,0.0409590409590409,0.15,0.0409590409590409,0.15,0.0839160839160839,0.3,0.0839160839160839,0.3,0.0899100899100899,0.6000000000000001,0.0899100899100899,0.6000000000000001
188544142,16545,0.0055554932951054,0.0055554932951054,0.0055554932951054,True,1,24.903720980543767,,,,,,,,,,,,,
188544193,16546,,0.0055554946920892,0.0055554946920892,False,15,24.90372740294424,0.4903176974316623,0.7052947052947053,0.15,0.7052947052947053,0.15,0.6993006993006993,0.3,0.6993006993006993,0.3,0.7252747252747253,0.6000000000000001,0.7252747252747253,0.6000000000000001
188570399,16546,0.0055554988830408,0.0055554988830408,0.0055554988830408,True,16,24.903745494816576,0.5558687637271094,0.2727272727272727,0.15,0.2727272727272727,0.15,0.2297702297702297,0.3,0.2297702297702297,0.3,0.2167832167832167,0.6000000000000001,0.2167832167832167,0.6000000000000001
197783882,16490,0.0055555184009108,0.0055555184009108,0.0055555184009108,True,14,25.378887562766067,0.5366925705399036,0.4995004995004995,0.15,0.4995004995004995,0.15,0.4855144855144855,0.3,0.4855144855144855,0.3,0.5194805194805194,0.6000000000000001,0.5194805194805194,0.6000000000000001
197784342,27737,,0.0083334531996115,0.0083334531996115,False,17,49.60471487923314,0.5374572380563205,0.1658341658341658,0.15,0.1658341658341658,0.15,0.2697302697302697,0.3,0.2697302697302697,0.3,0.3666333666333666,0.6000000000000001,0.3666333666333666,0.6000000000000001
197804126,25364,,0.0083334094274505,0.0083334094274505,False,27,49.60441354464433,0.4368373355078375,0.6973026973026973,0.15,0.6973026973026973,0.15,0.7972027972027972,0.3,0.7972027972027972,0.3,0.8211788211788211,0.6000000000000001,0.8211788211788211,0.6000000000000001
197804282,27664,,0.0083334092528275,0.0083334092528275,False,17,49.60447040957092,0.6807001062672908,0.0169830169830169,0.15,0.0169830169830169,0.15,0.0599400599400599,0.3,0.0599400599400599,0.3,0.1058941058941058,0.6000000000000001,0.1058941058941058,0.6000000000000001
197806814,25346,,0.0083334146079323,0.0083334146079323,False,26,49.60444571101266,0.3687119755446968,0.919080919080919,0.15,0.919080919080919,0.15,0.912087912087912,0.3,0.912087912087912,0.3,0.902097902097902,0.6000000000000001,0.902097902097902,0.6000000000000001
197807043,16545,,0.0055556334591528,0.0055556334591528,False,12,24.905894830621943,0.537855564408858,0.3936063936063936,0.15,0.3936063936063936,0.15,0.4265734265734265,0.3,0.4265734265734265,0.3,0.4455544455544455,0.6000000000000001,0.4455544455544455,0.6000000000000001
197807302,27738,,0.0083334325945543,0.0083334325945543,False,27,49.60460881346626,0.3854176501836134,0.7982017982017982,0.15,0.7982017982017982,0.15,0.8361638361638362,0.3,0.8361638361638362,0.3,0.8311688311688312,0.6000000000000001,0.8311688311688312,0.6000000000000001
197808393,27737,,0.4583391960420613,0.4583391960420613,False,2,49.604650500978096,1.0,0.0009990009990009,0.15,0.1068931068931069,1.375017588126184,0.0159840159840159,0.3,0.1068931068931069,1.375017588126184,0.0559440559440559,0.6000000000000001,0.1068931068931069,1.375017588126184
197809777,16546,0.0055556368349698,0.0055556368349698,0.0055556368349698,True,13,24.90590997788513,0.5885734382308252,0.4785214785214785,0.15,0.4785214785214785,0.15,0.5654345654345654,0.3,0.5654345654345654,0.3,0.6203796203796204,0.6000000000000001,0.6203796203796204,0.6000000000000001
197829601,27739,0.00833345122237,0.00833345122237,0.00833345122237,True,30,49.604717526633976,0.3896548627141349,0.7482517482517482,0.15,0.7482517482517482,0.15,0.7142857142857143,0.3,0.7142857142857143,0.3,0.6993006993006993,0.6000000000000001,0.6993006993006993,0.6000000000000001
197830265,16546,,0.0055556301992965,0.0055556301992965,False,16,24.905880718058143,0.5355104003165934,0.4855144855144855,0.15,0.4855144855144855,0.15,0.5114885114885115,0.3,0.5114885114885115,0.3,0.5214785214785215,0.6000000000000001,0.5214785214785215,0.6000000000000001
197845043,25547,,0.0083334623964219,0.0083334623964219,False,27,49.604725140196024,0.5129175054626753,0.1708291708291708,0.15,0.1708291708291708,0.15,0.1348651348651348,0.3,0.1348651348651348,0.3,0.1688311688311688,0.6000000000000001,0.1688311688311688,0.6000000000000001
197846172,16543,,0.005555634508255,0.005555634508255,False,19,24.905900066401045,0.4575949223205009,0.7912087912087912,0.15,0.7912087912087912,0.15,0.8071928071928072,0.3,0.8071928071928072,0.3,0.8021978021978022,0.6000000000000001,0.8021978021978022,0.6000000000000001
197880776,25503,,0.0083334701967032,0.0083334701967032,False,23,49.604773978053345,0.4398702124978291,0.6053946053946054,0.15,0.6053946053946054,0.15,0.6413586413586414,0.3,0.6413586413586414,0.3,0.6713286713286714,0.6000000000000001,0.6713286713286714,0.6000000000000001
197885600,27738,,0.0083334404519064,0.0083334404519064,False,24,49.60466378815727,0.4566905132175636,0.4685314685314685,0.15,0.4685314685314685,0.15,0.4175824175824176,0.3,0.4175824175824176,0.3,0.4515484515484515,0.6000000000000001,0.4515484515484515,0.6000000000000001
197886895,27443,,0.008333439461694,0.008333439461694,False,27,49.60465227910572,0.377000737201141,0.8441558441558441,0.15,0.8441558441558441,0.15,0.8751248751248751,0.3,0.8751248751248751,0.3,0.8721278721278721,0.6000000000000001,0.8721278721278721,0.6000000000000001
197887644,11133,,0.0027777941122621,0.0027777941122621,False,7,17.776488284962397,0.7236067097639037,0.3296703296703296,0.15,0.3296703296703296,0.15,0.3716283716283716,0.3,0.3716283716283716,0.3,0.4345654345654345,0.6000000000000001,0.4345654345654345,0.6000000000000001
197890692,27739,,0.1250018835492028,0.1250018835492028,False,14,49.60477339306635,0.857941521992212,0.0039960039960039,0.15,0.0449550449550449,0.3750056506476085,0.0319680319680319,0.3,0.0449550449550449,0.3750056506476085,0.0319680319680319,0.6000000000000001,0.0319680319680319,0.6000000000000001
197892635,25362,0.0083334651903896,0.0083334651903896,0.0083334651903896,True,12,49.60475087985651,0.6278017058779424,0.2037962037962038,0.15,0.2037962037962038,0.15,0.3916083916083916,0.3,0.3916083916083916,0.3,0.5344655344655345,0.6000000000000001,0.5344655344655345,0.6000000000000001
197904448,11192,,0.0083333886232139,0.0083333886232139,False,13,17.77789084161077,0.5572387156508188,0.8051948051948052,0.15,0.8051948051948052,0.15,0.7372627372627373,0.3,0.7372627372627373,0.3,0.7342657342657343,0.6000000000000001,0.7342657342657343,0.6000000000000001
197935605,16488,,0.0055555645024014,0.0055555645024014,False,17,25.379098235383022,0.4998146593131868,0.5244755244755245,0.15,0.5244755244755245,0.15,0.5344655344655345,0.3,0.5344655344655345,0.3,0.5414585414585414,0.6000000000000001,0.5414585414585414,0.6000000000000001
197950300,15514,,0.0041667213399705,0.0041667213399705,False,11,24.002996588794304,0.7016180056258484,0.0809190809190809,0.15,0.0809190809190809,0.15,0.1238761238761238,0.3,0.1238761238761238,0.3,0.1318681318681318,0.6000000000000001,0.1318681318681318,0.6000000000000001
197954314,11903,,0.0027778236940321,0.0027778236940321,False,6,23.74885804529049,0.9277445610378928,0.0029970029970029,0.15,0.0029970029970029,0.15,0.0509490509490509,0.3,0.0509490509490509,0.3,0.1298701298701298,0.6000000000000001,0.1298701298701298,0.6000000000000001
197955324,13519,,0.0041667245991448,0.0041667245991448,False,12,22.411319272758192,0.5358499698783853,0.3886113886113886,0.15,0.3886113886113886,0.15,0.6013986013986014,0.3,0.6013986013986014,0.3,0.6263736263736264,0.6000000000000001,0.6263736263736264,0.6000000000000001
197961755,16189,,0.0055556273666752,0.0055556273666752,False,13,24.96272677146453,0.9368310704574304,0.0009990009990009,0.15,0.0009990009990009,0.15,0.0009990009990009,0.3,0.0009990009990009,0.3,0.0009990009990009,0.6000000000000001,0.0009990009990009,0.6000000000000001
197978738,16485,,0.0055555016374455,0.0055555016374455,False,6,25.378817352685473,0.7402733452890933,0.3676323676323676,0.15,0.3676323676323676,0.15,0.5374625374625375,0.3,0.5374625374625375,0.3,0.6103896103896104,0.6000000000000001,0.6103896103896104,0.6000000000000001
197979354,16489,,0.0055555074582116,0.0055555074582116,False,20,25.378840519334517,0.4442024638157591,0.6443556443556444,0.15,0.6443556443556444,0.15,0.6293706293706294,0.3,0.6293706293706294,0.3,0.5834165834165834,0.6000000000000001,0.5834165834165834,0.6000000000000001
197982694,16491,,0.0055555044323227,0.0055555044323227,False,16,25.37883052996858,0.4636196968766826,0.8231768231768232,0.15,0.8231768231768232,0.15,0.8681318681318682,0.3,0.8681318681318682,0.3,0.8901098901098901,0.6000000000000001,0.8901098901098901,0.6000000000000001
197983102,16487,,0.0055555086216827,0.0055555086216827,False,10,25.378845365937195,0.6895914886341734,0.1198801198801198,0.15,0.1198801198801198,0.15,0.1478521478521478,0.3,0.1478521478521478,0.3,0.1488511488511488,0.6000000000000001,0.1488511488511488,0.6000000000000001
197985569,16489,,0.0055555575177095,0.0055555575177095,False,11,25.379069841686032,0.6271743767695203,0.2207792207792207,0.15,0.2207792207792207,0.15,0.2587412587412587,0.3,0.2587412587412587,0.3,0.2907092907092907,0.6000000000000001,0.2907092907092907,0.6000000000000001
198005341,11193,,0.005555598236242,0.005555598236242,False,5,17.776520530491325,0.9184932014953996,0.0379620379620379,0.15,0.0379620379620379,0.15,0.1528471528471528,0.3,0.1528471528471528,0.3,0.2857142857142857,0.6000000000000001,0.2857142857142857,0.6000000000000001
198074705,8782,,0.0027777988914294,0.0027777988914294,False,11,17.77790496418629,0.5982748395484997,0.6573426573426573,0.15,0.6573426573426573,0.15,0.6163836163836164,0.3,0.6163836163836164,0.3,0.5844155844155844,0.6000000000000001,0.5844155844155844,0.6000000000000001
