tic,kind,P,t0,T14,Lambda,delta,n_in,n_transits,sign_pass,odd_even_pass,no_secondary_pass,shape_pass,confirmed_Tred0
270260170,random,11.958614203759364,1359.0687261705818,0.8,1.5743799419952327,0.00016871905182657966,1107,2,True,True,True,True,True
270260170,random,7.362469980756678,1361.0161280043567,0.4,0.5586271822988178,0.00014234556742648478,550,2,True,True,True,True,True
270260170,random,0.8662006370896679,1355.9693380662786,0.2,1.152710946227711,9.444938913515462e-05,3762,28,True,True,True,True,True
270260170,random,0.6593840565556512,1355.7121372169943,0.1,0.0,-6.295984820226112e-05,2544,36,False,True,True,True,False
270260170,random,3.9211781135454813,1355.5556855801424,0.8,0.0,-9.536393596917008e-05,3432,7,False,True,True,True,False
270260170,random,1.0642253080678301,1355.8860430521647,0.05,0.0781389340034971,4.489631009263447e-05,772,22,True,True,True,True,True
270260170,random,1.6342166051108735,1355.5227149231443,0.8,5.109401814202878e-05,5.933014822548968e-07,8309,16,True,True,True,True,True
270260170,random,3.8853771680874525,1358.3197181678936,0.05,0.0,-0.000418855728581314,209,6,False,True,True,True,False
270260170,random,3.664952375959978,1356.791749258503,0.8,0.31196329061012906,4.991672191780955e-05,3367,6,True,True,True,True,True
270260170,random,2.20466277706884,1355.5622861020197,0.1,0.21080546936346164,7.02237947543586e-05,847,12,True,True,True,True,True
270260170,random,3.2557443321195616,1358.1944599504568,0.1,0.0,-0.0003106403218820488,431,6,False,True,True,True,False
270260170,random,4.028868410063668,1358.5882857103543,0.05,0.5447669046955637,0.00023358009104727776,201,6,True,True,True,True,True
270260170,random,10.91712219570074,1361.7497251809764,0.05,0.0,-0.0005351203987081195,72,2,False,True,True,True,False
270260170,random,2.2569505861260577,1355.9179937204638,0.2,1.1839430976115002,0.00012737354337175017,1455,11,True,True,True,True,True
270260170,random,2.226290160785583,1355.730532452431,0.4,1.1142990640477994,8.62629814813748e-05,3280,12,True,True,True,True,True
270260170,random,1.822686785770005,1357.014887927331,0.4,0.0015378430462961738,3.503797845896649e-06,3412,13,True,True,True,True,True
270260170,random,5.6327815746703465,1356.464932754169,0.1,1.878623239353594,0.0003655734258861661,282,4,True,True,True,True,True
270268773,random,1.6864746949782359,1356.1585470384082,0.8,0.7981467213061519,1.763132804421656e-05,7888,14,True,True,True,True,True
270268773,random,0.9113551650812178,1355.464087053979,0.8,0.11910723385505277,7.082051790057206e-06,14484,28,True,True,True,True,True
270268773,random,1.9573398437946028,1356.9593216753044,0.05,0.0,-1.050307398668209e-05,425,12,False,True,True,True,False
270268773,random,2.9995325718819386,1356.205500724367,0.05,0.0,-4.734286938814422e-05,279,8,False,True,True,True,False
270268773,random,5.80215069428912,1357.816614141435,0.2,0.0,-4.098857797738967e-05,562,4,False,True,True,True,False
270268773,random,2.723581325710585,1357.1682853774228,0.4,2.980667728403231,3.708781188018422e-05,2254,8,True,True,True,True,True
270268773,random,0.6646093814188436,1355.4353248477887,0.4,0.0,-8.992086515168027e-06,9988,36,False,True,True,True,False
270268773,random,1.192114276339516,1355.6170350797304,0.2,0.0,-1.4882783517656921e-05,2802,20,False,False,True,False,False
270268773,random,10.152027831575998,1359.8826006588265,0.2,4.846993438500831,0.00011097661731033668,410,3,True,True,True,True,True
270268773,random,7.4197092795008235,1361.6024535647268,0.8,0.0,-6.871715749988478e-05,1701,3,False,True,True,True,False
270268773,random,0.8719613664952469,1355.7584678528915,0.4,0.0,-2.8424000708815498e-05,7712,28,False,True,True,True,False
270268773,random,1.1478539700901391,1355.8495101768615,0.05,0.0,-6.732875417295083e-06,712,20,False,True,True,True,False
270268773,random,0.7416456689476033,1355.5983590709723,0.05,0.22925353769329027,1.4864240701415602e-05,1112,32,True,True,True,True,True
270268773,random,4.267622316500539,1357.6013192602325,0.8,0.0,-4.599428672760052e-05,3354,6,False,True,True,True,False
270268773,random,1.6109106214871842,1355.4807683494696,0.2,0.08112116818216127,6.315039729745499e-06,2121,15,True,True,True,True,True
270268773,random,1.2499938167855165,1356.2391072570865,0.8,0.0,-9.754153917064798e-06,10476,21,False,True,True,True,False
270268773,random,0.5993056810240848,1355.5124930016925,0.1,0.19193462955557622,8.479316963415536e-06,2839,40,True,True,True,True,True
270268773,random,6.8528826894216595,1360.5457026314054,0.8,0.0,-0.00010813303691940502,1260,3,False,True,True,True,False
270268773,random,3.4379143266792873,1355.4971972862097,0.05,0.1498951041709025,2.3960434363105333e-05,279,8,True,True,True,True,True
270268773,random,3.198763767814024,1357.3867464249192,0.8,0.0,-1.4185533446008485e-05,4357,8,False,True,True,True,False
270269007,random,2.0916132976058073,1355.6293440264944,0.05,0.05336514555040827,1.9676299075533757e-05,373,11,True,False,True,False,False
270269007,random,0.5607644747879083,1355.4889073805484,0.1,6.676401667309845,8.281185803634228e-05,2962,42,True,True,True,True,True
270269007,random,6.218906144007979,1357.1722300159267,0.2,30.798779147603277,0.0003861516343427573,571,4,True,False,True,False,False
270269007,random,1.4890228982034959,1356.381143536939,0.2,9.56930116100783,0.00010647185738765777,2240,16,True,True,True,True,True
270269007,random,1.1666314132874323,1355.6393947400297,0.05,5.934072454406025,0.00015149799220087894,706,20,True,False,True,False,False
270269007,random,1.4815906149656664,1355.7774891719462,0.2,0.000890225298378977,1.0397754044161912e-06,2242,16,True,False,True,False,False
270269007,random,12.212510479863125,1364.5994111866044,0.05,1.2220340442975643,0.00021570201296545463,72,2,True,True,True,True,True
270269007,random,2.3980424223757106,1357.642956470832,0.4,18.430332404413154,0.00013615335380081595,2730,11,True,False,True,False,False
270269007,random,7.166154292365204,1358.938470166785,0.05,0.5881520224105866,0.00012311605528960722,104,3,True,True,True,True,True
270269007,random,0.5541463519294247,1355.7821878549173,0.05,0.14956936835756932,1.646043714657265e-05,1493,42,True,False,True,False,False
270269007,random,2.2517570872151023,1356.2153663767704,0.4,91.30084193517204,0.0003077055472808456,2821,10,True,False,True,False,False
270269007,random,6.769912738017498,1357.896187203498,0.05,0.0,-0.00029776369573610056,144,4,False,False,True,False,False
270269007,random,0.8892110396527061,1355.4439581693352,0.1,0.15861594635908674,1.4786857010697968e-05,1893,27,True,False,True,False,False
270269007,random,8.916087300964138,1359.384222228969,0.1,0.0,-0.0001983378413514568,141,2,False,True,True,True,False
270269007,random,4.166240607666782,1357.866278424636,0.05,0.0,-9.361598724019483e-05,214,6,False,True,True,True,False
270269007,random,3.7639983858518558,1357.7520062132614,0.4,0.0,-0.0002094832026001984,1801,7,False,False,False,False,False
270269007,random,0.9897873044072631,1355.975703466433,0.4,0.05956856283500881,7.105996257721125e-06,6766,24,True,False,True,False,False
270269007,random,1.567583654848643,1355.5447025488766,0.1,13.463819540489586,0.00018619957575069805,1072,15,True,False,True,False,False
270269007,random,7.359264843911082,1361.6987981447187,0.2,0.0,-0.0004485037584317553,425,3,False,False,True,False,False
270269007,random,4.351382741211943,1358.60332094887,0.1,0.0,-0.0001538730586462731,282,4,False,False,True,False,False
270302483,random,0.5281261504713114,1329.3942727827016,0.1,0.0,-3.004047832137368e-05,2831,41,False,True,True,True,False
270302483,random,1.4579225856279747,1330.1782807922848,0.8,0.0,-6.178896371906096e-05,7617,16,False,True,True,True,False
270302483,random,1.1628048101455934,1329.7234374774353,0.4,0.8180768954937049,2.283269691689984e-05,5072,19,True,True,True,True,True
270302483,random,2.1233988326787743,1330.6222935217977,0.4,0.0,-4.981671708064782e-05,2588,10,False,False,True,False,False
270302483,random,2.222362331504416,1329.9795170522927,0.8,0.0,-8.063369867062773e-06,4997,11,False,False,True,False,False
270302483,random,2.393189701408096,1331.5042307519197,0.4,0.0,-8.610499231228796e-06,2219,10,False,True,True,True,False
270302483,random,3.9807235690805354,1330.332952425646,0.2,0.2641017782237982,2.203162943055279e-05,850,6,True,True,True,True,True
270302483,random,1.4067049455369498,1330.183620954088,0.8,0.0,-4.470109482298464e-05,8339,16,False,True,True,True,False
270302483,random,1.03479517346274,1330.0463973291423,0.8,0.0,-3.5089989996043045e-05,11228,23,False,True,True,True,False
270302483,random,3.3665241536086277,1332.5167172876163,0.05,0.0,-4.493967033097818e-05,178,5,False,True,True,True,False
270302483,random,6.635826318951916,1329.315428331934,0.2,0.0,-3.1608715442882746e-05,457,4,False,True,True,True,False
270302483,random,5.696694578626058,1330.0926594757927,0.05,0.0,-2.6039527148103017e-05,134,4,False,True,True,True,False
270302483,random,2.1853728918532154,1330.3767985725785,0.8,0.0,-9.165180773272834e-06,4901,9,False,False,True,False,False
270302483,random,4.953988321243814,1330.0325197696861,0.2,0.0,-0.00013243727870211098,698,5,False,True,True,True,False
270302483,random,0.8259126668995569,1329.962245537046,0.4,0.0,-4.183687047509585e-05,7076,27,False,True,True,True,False
270302483,random,2.535533847829343,1330.1507945916298,0.2,0.09895419078294124,1.1012652212515326e-05,1265,9,True,True,True,True,True
270302483,random,2.891139044944742,1330.7753183264078,0.8,0.0,-3.5341794337693785e-05,3874,8,False,True,True,True,False
270302483,random,0.9377350326709571,1329.257930675383,0.4,0.0,-2.0349214727464648e-05,6143,25,False,False,True,False,False
270302483,random,0.6842258395432399,1329.5800516306247,0.4,0.0,-5.935953275107851e-05,8532,32,False,True,True,True,False
270302483,random,4.559334003511093,1331.046846828773,0.05,0.0,-8.458348367839939e-05,144,4,False,True,True,True,False
270303376,random,0.8363180897540655,1328.045280894402,0.05,0.0,-5.7492643278100646e-05,979,28,False,True,True,True,False
270303376,random,0.7200647341731168,1328.4137125346901,0.8,0.0,-4.214313643069598e-05,15426,34,False,True,True,True,False
270303376,random,8.330978967367653,1330.19903396163,0.8,0.0,-1.4083688002397414e-05,1399,3,False,True,True,True,False
270303376,random,1.5428737514050426,1329.2454654305407,0.8,0.5924879876883142,2.0698530608385515e-05,7993,16,True,True,True,True,True
270303376,random,11.431812560119742,1328.3787008262693,0.05,0.0,-0.0003902032100893003,107,3,False,False,True,False,False
270303376,random,1.2449558903801705,1328.3334417879098,0.2,0.010354685911584394,2.8403062423211883e-06,2466,18,True,False,True,False,False
270303376,random,0.6619782675762821,1328.2097234860569,0.4,0.0,-6.252920199443282e-06,9179,35,False,True,True,True,False
270303376,random,3.6180858069390456,1330.7759906700587,0.2,0.0,-1.674066422983773e-05,754,6,False,True,True,True,False
270303376,random,0.6468029062329294,1328.5581145748436,0.2,0.5689269471261802,2.1204896177533657e-05,4702,36,True,True,True,True,True
270303376,random,2.2844803921974903,1329.3181729741416,0.05,1.2926524552683196,8.3673724761455e-05,356,10,True,True,True,True,True
270303376,random,7.523087020828376,1334.4101115336427,0.8,51.69632880310192,0.0002506231180387695,1538,3,True,False,True,False,False
270303376,random,2.007433302760171,1329.8736787570376,0.05,0.8646264670895561,6.519672292523511e-05,392,11,True,True,True,True,True
270303376,random,0.8582994352203123,1327.9436128935977,0.1,0.0,-9.367567250262843e-05,1866,27,False,False,True,False,False
270303376,random,1.4924728651730694,1328.706277188783,0.1,1.068272398157955,4.495343019174522e-05,1020,15,True,False,True,False,False
270303376,random,0.5981855335392122,1328.489236579229,0.2,0.03187980595291366,4.858155330179627e-06,5138,39,True,True,True,True,True
270303376,random,11.239552815253049,1336.280811884643,0.8,0.4688686775603722,2.9566206322055626e-05,1054,2,True,True,True,True,True
270303376,random,0.6682724715425802,1328.0043802288658,0.05,0.11506850887336172,1.404212542166878e-05,1114,33,True,True,True,True,True
270303376,random,11.58954088466581,1335.4018825173553,0.05,3.207295090350529,0.0002945310138286354,71,2,True,True,True,True,True
270303376,random,4.045287974557635,1331.5467910669531,0.05,0.0,-0.0002833757295995119,160,6,False,True,True,True,False
270303376,random,2.4453351150174782,1330.338146187366,0.8,0.0,-7.062340082189574e-05,5246,10,False,True,True,True,False
270337261,random,0.7690725765902579,1328.2945886056384,0.2,1.4068222090660842,0.0003087834685489309,4043,30,True,True,True,True,True
270337261,random,1.1474325680507316,1328.5963786533998,0.2,0.0,-9.546534360676916e-05,2655,20,False,True,True,True,False
270337261,random,1.33020969248271,1329.2259357891394,0.2,0.0,-0.00036803060513315017,2345,19,False,True,True,True,False
270337261,random,2.831458850719949,1328.0227745179222,0.05,0.2226988407088083,0.00036954802988148713,281,8,True,True,True,True,True
270337261,random,1.2185018226666333,1328.7048166479976,0.2,0.0,-0.0004034698212336893,2557,20,False,True,True,True,False
270337261,random,1.2493640504550108,1329.1277361557843,0.2,0.3319950658709293,0.00014986741344295384,2467,19,True,True,True,True,True
270337261,random,11.616642610152091,1333.594352395028,0.2,0.0,-0.0006938258015780202,288,2,False,True,True,True,False
270337261,random,10.198132934400594,1332.2753453004095,0.2,0.0,-0.001197300519606916,283,2,False,True,True,True,False
270337261,random,5.613769034886958,1331.4648911488664,0.8,3.6030990081581113,0.0005541398158023892,1978,4,True,True,True,True,True
270337261,random,1.261438323359371,1328.469458819783,0.1,0.0,-0.0006158928617276096,1234,19,False,True,True,True,False
270337261,random,3.403229644799016,1327.909805819819,0.1,0.0,-0.000937374042862333,491,8,False,True,True,True,False
270337261,random,8.516358390725106,1329.3255716069827,0.2,0.7970172030997916,0.0005686499075948677,422,3,True,True,True,True,True
270337261,random,0.9756581158972559,1327.9701154747952,0.1,0.0,-0.00060821414528894,1609,24,False,True,True,True,False
270337261,random,5.18740254671408,1328.8192345699931,0.05,20.273117726825593,0.004985074267217025,139,4,True,True,True,True,True
270337261,random,7.398570714833239,1329.4509140259015,0.1,0.0,-1.9116140748457263e-05,281,4,False,True,True,True,False
270337261,random,10.854715173344754,1337.429218439024,0.8,3.440096901040016,0.0008373048113385692,843,2,True,True,True,True,True
270337261,random,1.146619109365371,1328.5700683447299,0.8,0.2299203499773195,0.0001227002370843763,10796,21,True,False,True,False,False
270337261,random,0.7776284000297569,1328.642681703995,0.8,2.417779199538737,0.0004130998318644529,15452,32,True,True,True,True,True
270337261,random,1.7758719793311928,1329.6518236384004,0.8,0.0,-0.00025882475374417797,6993,14,False,True,True,True,False
270337261,random,2.3263414509950233,1328.1942515608114,0.05,2.3911248437070003,0.0010604847345175208,365,11,True,True,True,True,True
270378356,random,3.597187452718573,1356.306800423448,0.1,5.060286737610966,0.00019204640117370558,414,6,True,False,True,False,False
270378356,random,2.470692741459854,1356.4119427727735,0.8,0.09336727122405741,1.037230077277974e-05,5044,10,True,True,True,True,True
270378356,random,2.2783297919948473,1356.7290841286028,0.8,36.13784056681906,0.0002104681482134847,5129,10,True,True,True,True,True
270378356,random,1.939178925219503,1356.386092133651,0.2,0.0,-0.00013107451499906283,1550,11,False,True,True,True,False
270378356,random,1.9943080062074061,1357.3379456413752,0.05,2.901790093354798,0.00015624306626823762,357,11,True,True,True,True,True
270378356,random,2.828316870563854,1356.377173465343,0.4,0.0,-1.1299689046366795e-05,2240,8,False,False,True,False,False
270378356,random,9.98519537154174,1362.8843090630296,0.1,0.16858885585686462,6.0183578209366186e-05,141,2,True,True,True,True,True
270378356,random,3.2306361669417214,1357.5388284040146,0.05,0.14407023031470836,4.501714500993153e-05,215,6,True,True,True,True,True
270378356,random,5.693533536243494,1356.3779103486013,0.2,0.0,-5.349012979876507e-05,545,4,False,True,True,True,False
270378356,random,2.032057250775971,1356.7122107850016,0.1,0.2988725387247669,3.404365182582308e-05,786,11,True,True,True,True,True
270378356,random,2.16672559624634,1355.5574266818712,0.05,1.2708311585831205,0.00010975112905618441,319,9,True,True,True,True,True
270378356,random,3.5463223745920103,1357.628522177709,0.05,0.0,-0.00027118141526620554,206,6,False,True,True,True,False
270378356,random,1.087558151085815,1355.5797668929004,0.8,0.0,-4.243372285551505e-05,11107,22,False,True,True,True,False
270378356,random,1.0009166983173987,1356.1250189651478,0.2,0.0,-2.2403275392021696e-05,3062,22,False,True,True,True,False
270378356,random,3.7241547881563677,1357.1928677659432,0.05,0.0,-0.0001529715239828776,178,5,False,True,True,True,False
270378356,random,0.5013930797433191,1355.4582949822002,0.1,0.0034898217836839157,2.045198493013828e-06,3052,43,True,True,True,True,True
270378356,random,0.7870782177336346,1356.122990520038,0.1,1.275510048713372,4.4128561205416165e-05,1936,28,True,True,True,True,True
270378356,random,1.4311301827154368,1355.4784008777058,0.8,0.0,-1.4645702682367492e-05,8371,16,False,False,True,False,False
270378356,random,1.3630445179712998,1355.4922564918024,0.4,0.0,-1.4372025140192624e-05,4467,17,False,True,True,True,False
270378356,random,9.605882087696981,1359.8262957767322,0.1,0.0,-0.0001976521556604503,216,3,False,True,True,True,False
270480629,random,1.1057270053730117,1355.534978967242,0.4,0.0,-3.519320535384241e-05,6174,22,False,True,True,True,False
270480629,random,3.1994762795372163,1355.6459538574004,0.4,0.0,-1.0559902962755428e-05,2007,8,False,True,True,True,False
270480629,random,9.965869496174937,1362.8861033656406,0.05,2.747463685443131,0.0002810768066944493,71,2,True,True,True,True,True
270480629,random,1.5431610243824607,1356.309187962541,0.4,0.0,-0.00012040347785799581,4307,16,False,True,True,True,False
270480629,random,2.6681674878764863,1357.6168496397158,0.05,0.0,-2.3376767107576538e-05,280,8,False,True,True,True,False
270480629,random,0.662115140124071,1355.9861833431207,0.2,0.03629573201536219,5.299298591676602e-06,4881,37,True,True,True,True,True
270480629,random,5.58494234992982,1360.3502435495006,0.8,0.38591123615361184,1.826985671366551e-05,2272,4,True,True,True,True,True
270480629,random,0.9012992268495551,1355.5711256471288,0.8,0.0,-3.446293392702148e-05,14700,27,False,True,True,True,False
270480629,random,7.981299061659784,1360.4551393060856,0.2,0.00013233958188138136,9.739685961061105e-07,286,2,True,True,True,True,True
270480629,random,2.559344815365075,1356.692701373895,0.8,0.007010016070476984,2.1912505802873936e-06,5556,10,True,True,True,True,True
270480629,random,2.993960652415504,1358.293648839063,0.4,0.0,-0.00010558113753593149,2116,9,False,True,True,True,False
270480629,random,2.3012588354461747,1356.4584942088754,0.05,0.0,-7.720289894735996e-05,354,10,False,False,True,False,False
270480629,random,0.7489030383596916,1355.979921159039,0.05,0.0,-8.543510602013364e-05,1102,31,False,True,True,True,False
270480629,random,5.265517646030392,1360.4671912354002,0.1,0.0,-3.87599377816322e-05,287,4,False,True,True,True,False
270480629,random,11.695345820889635,1360.2571954790417,0.1,0.0,-2.4997987129379114e-05,144,2,False,True,True,True,False
270480629,random,1.286288842217172,1356.5497200517993,0.2,0.0,-4.479458379266819e-05,2521,19,False,True,True,True,False
270480629,random,0.70118356450046,1355.636317171086,0.4,0.427308636476577,1.7709170320938826e-05,9526,34,True,True,True,True,True
270480629,random,2.678265683449202,1356.1741873921655,0.2,0.003628954383335833,2.3611878564245845e-06,1321,10,True,True,True,True,True
270480629,random,1.8962985769149387,1356.3694716182501,0.05,1.3779328688586494,8.102024879669659e-05,428,12,True,True,True,True,True
270480629,random,2.758919917123421,1355.8324343193333,0.8,0.24739717525272398,1.3238619649568301e-05,4996,10,True,True,True,True,True
270481071,random,0.8071207853592745,1355.6037456977056,0.8,0.0,-9.728892052178792e-06,16403,31,False,True,True,True,False
270481071,random,9.596677537376673,1361.5634239967135,0.8,0.0,-2.5912494923162557e-06,1118,2,False,True,True,True,False
270481071,random,1.769240090146432,1356.8841263601362,0.2,0.004020195660962327,1.21033146503142e-06,1840,13,True,True,True,True,True
270481071,random,1.4949255075189607,1356.2887745639725,0.1,0.2502362194657609,1.220855905389425e-05,1137,16,True,True,True,True,True
270481071,random,11.071950606042636,1366.2899857664465,0.2,3.315487609418584,8.969585404848878e-05,281,2,True,True,True,True,True
270481071,random,1.640014980058181,1355.869171753261,0.4,0.04196870890911185,3.319837563083687e-06,3978,15,True,True,True,True,True
270481071,random,2.1746854835914577,1355.7951422837914,0.1,1.2388653929581377,3.1696697531914806e-05,838,12,True,True,True,True,True
270481071,random,1.3542429665685825,1355.8343829900027,0.4,0.0704936881157751,4.152026636640335e-06,4972,18,True,True,True,True,True
270481071,random,3.10085043592084,1357.9849144149928,0.8,0.0,-2.325894040557845e-06,4138,8,False,True,True,True,False
270481071,random,3.1925804867121914,1358.5376226942783,0.2,1.9627959482185244,3.8234263660632186e-05,913,7,True,True,True,True,True
270481071,random,5.806613712119523,1357.2939961480006,0.8,0.8854186268144641,1.5927187069524498e-05,2324,5,True,True,True,True,True
270481071,random,11.10663702202292,1359.9155559384883,0.8,0.0,-8.532682269536893e-06,1128,2,False,True,True,True,False
270481071,random,0.8793073324923893,1356.0934306445072,0.4,0.0,-1.410383290710759e-05,7387,27,False,True,True,True,False
270481071,random,2.0006912066978484,1356.0623218641322,0.1,0.0,-3.6600379204942656e-05,840,12,False,True,True,True,False
270481071,random,10.483509055673998,1361.867722665885,0.2,0.0,-1.3946228349054854e-06,286,2,False,True,True,True,False
270481071,random,0.5524851788470597,1355.6530828438797,0.2,2.925659346808504,2.728352518103116e-05,5923,43,True,True,True,True,True
270481071,random,0.6254088171119013,1355.3685459883864,0.2,0.0,-5.6306123682818704e-06,5131,38,False,True,True,True,False
270481071,random,3.5076223277316605,1356.2496742289636,0.05,0.0,-4.307384551206294e-05,248,7,False,True,True,True,False
270481071,random,0.5702956073138896,1355.4090135756703,0.8,0.3856301993885658,9.850339071368561e-06,16546,44,True,True,True,True,True
270481071,random,1.0456010857877769,1355.898091618805,0.1,2.483870559642124,3.281771214325727e-05,1546,22,True,True,True,True,True
270621379,random,2.289880269159246,1356.0228431410626,0.05,0.0,-1.6166295406425152e-05,357,10,False,True,True,True,False
270621379,random,4.055797912764781,1359.0453997691877,0.4,0.04976849152180808,2.8140580012540517e-06,1556,6,True,True,True,True,True
270621379,random,0.6267935098305197,1355.437561426336,0.05,0.0,-1.7118618213054738e-05,1290,38,False,True,True,True,False
270621379,random,10.141084252278654,1356.470706059758,0.8,0.0,-1.169296362841479e-05,1686,3,False,True,True,True,False
270621379,random,0.6575052956783959,1355.6418529969576,0.1,0.0,-1.750914962252894e-05,2521,36,False,True,True,True,False
270621379,random,6.284606330354969,1359.5044117053583,0.05,0.0,-6.271514161199454e-05,143,4,False,True,True,True,False
270621379,random,3.780515943788522,1355.8642299638238,0.8,0.78104195031596,8.453805705621568e-06,3604,7,True,True,True,True,True
270621379,random,4.562219591235807,1359.8797658686528,0.4,0.0,-1.8093964964248156e-05,1519,6,False,True,True,True,False
270621379,random,0.6399663359578652,1355.5675074624282,0.8,0.0,-1.0558572871941746e-06,16543,39,False,True,True,True,False
270621379,random,1.3965822788355176,1356.4198316125078,0.8,0.39669161300798766,5.88110058945898e-06,9389,18,True,True,True,True,True
270621379,random,2.597031623816175,1355.5770065453448,0.4,0.0,-3.862277768156332e-06,2662,10,False,True,True,True,False
270621379,random,0.7270169310913311,1355.8645940759827,0.1,0.0,-9.441560377947107e-06,2245,32,False,False,True,False,False
270621379,random,12.393356789204116,1365.8487832381097,0.4,0.0,-2.6900740258678815e-05,561,2,False,True,True,True,False
270621379,random,2.1389277232896635,1357.2238613185912,0.05,1.6531610737504514,3.5687725053990106e-05,325,10,True,True,True,True,True
270621379,random,9.7269119177179,1359.2308639079206,0.8,0.0,-4.137210319496709e-06,1636,3,False,True,True,True,False
270621379,random,0.8944237265386255,1355.5236068378006,0.8,1.2037126823860622,9.80986157281379e-06,14793,28,True,True,True,True,True
270621379,random,0.9921798903419116,1356.1240057985603,0.1,0.013777356569924275,1.42860074770951e-06,1684,24,True,True,True,True,True
270621379,random,3.4016949155187133,1358.6853746421914,0.8,0.0,-5.633806390438454e-06,4129,8,False,True,True,True,False
270621379,random,3.784371571805852,1359.0152232080927,0.1,2.8282945062402627,4.092588734325138e-05,420,6,True,True,True,True,True
270621379,random,0.5457782333465646,1355.5277182327673,0.1,0.5192174161137524,6.896325935598986e-06,3079,44,True,True,True,True,True
270621612,random,4.318231094504057,1358.69103098865,0.8,5.739922905555743,2.5179170778754955e-05,2698,6,True,False,True,False,False
270621612,random,0.5893008869299431,1355.7197431049806,0.05,0.13347639576525439,4.892158916121484e-06,1421,40,True,True,True,True,True
270621612,random,5.003217241543856,1356.8922788495142,0.4,0.0,-2.3048252692919324e-05,1437,5,False,True,True,True,False
270621612,random,0.9861425607305924,1356.0992911234905,0.05,1.362365508389314,2.015158510016848e-05,855,24,True,True,True,True,True
270621612,random,9.127086760467757,1363.1236311826478,0.2,3.084961877086682,5.236086495817393e-05,288,2,True,False,True,False,False
270621612,random,1.2257806859807356,1356.179753000605,0.8,1.63963956977886,1.2720724269121836e-05,10534,20,True,True,True,True,True
270621612,random,1.0912195063930596,1356.2885503064335,0.2,0.0,-1.8574413435971224e-05,2924,22,False,True,True,True,False
270621612,random,2.377082867178517,1356.3001887986532,0.05,2.465640908946944,4.207453587461766e-05,357,10,True,True,True,True,True
270621612,random,2.206450606251918,1355.9003975267046,0.1,0.0,-4.268757699154265e-06,852,12,False,True,True,True,False
270621612,random,2.798142601666445,1357.193239284484,0.4,1.1614248804212166,1.1411082564874957e-05,2284,8,True,True,True,True,True
270621612,random,10.126618382929966,1361.3391398089427,0.8,2.6661836714914506,2.4640579073329155e-05,1115,2,True,False,True,False,False
270621612,random,1.3265560370857152,1356.635665967532,0.05,0.0,-1.8167876437008133e-06,564,16,False,True,True,True,False
270621612,random,4.70138536492486,1357.4455176939243,0.1,0.13026765560439332,9.623817225507019e-06,360,5,True,True,True,True,True
270621612,random,1.2408482906313445,1356.3290314670448,0.2,0.0,-5.193532265073685e-07,2630,19,False,True,True,True,False
270621612,random,3.8415316961237296,1356.484698168432,0.8,0.0,-1.7723429463483635e-05,3393,6,False,True,True,True,False
270621612,random,0.9282042879836884,1355.4290805143519,0.2,0.0,-1.5165323853949825e-05,3477,25,False,True,True,True,False
270621612,random,3.5875310163682292,1358.471332925908,0.2,0.0,-2.1106646077135965e-05,1006,7,False,True,True,True,False
270621612,random,0.5612192283154889,1355.3775508906997,0.1,0.0,-1.5006050470080126e-05,2959,43,False,True,True,True,False
270621612,random,6.638648182216457,1361.5596025485033,0.8,3.410822674955618,2.7614447379310867e-05,1127,2,True,True,True,True,True
270621612,random,5.671549253961171,1360.7821885829828,0.4,0.0,-1.6219524967860627e-05,1121,4,False,False,True,False,False
270622780,random,1.765903113800884,1356.225928464325,0.05,0.0,-9.035883479560216e-05,458,14,False,True,True,True,False
270622780,random,2.0034889746339113,1356.1148142537972,0.2,0.002389713205218976,1.3759565077171228e-06,1683,12,True,True,True,True,True
270622780,random,2.6111154433516277,1357.5393309873425,0.2,0.0,-2.5784526905374057e-05,1114,8,False,True,True,True,False
270622780,random,2.0805391910857707,1355.4659268959513,0.05,0.0005246218388147087,1.3353822586301385e-06,389,11,True,True,True,True,True
270622780,random,8.861423365929063,1356.7385445999553,0.8,0.10373821572456966,8.93287878807155e-06,1711,3,True,True,True,True,True
270622780,random,2.873294579534428,1356.7980428222886,0.05,0.005411617944861515,5.019038952025161e-06,285,8,True,True,True,True,True
270622780,random,1.398257179566892,1356.455362017166,0.05,0.0,-2.2500503019095888e-05,604,17,False,True,True,True,False
270622780,random,6.66404620990744,1360.0519896882258,0.8,0.0,-9.918848051976342e-06,2119,4,False,True,True,True,False
270622780,random,0.656928346737815,1355.7372645738947,0.8,0.9614464632128499,2.1531895866282695e-05,16545,37,True,True,True,True,True
270622780,random,6.818748865055899,1358.8599019338674,0.1,2.7881823925086398,0.00011526026235594615,280,4,True,True,True,True,True
270622780,random,1.285467256384736,1355.412852774842,0.1,1.9012145784840837,4.3209505772684495e-05,1330,19,True,True,True,True,True
270622780,random,10.838740416055703,1362.7503357280355,0.8,0.0,-9.805734908747947e-06,1119,2,False,True,True,True,False
270622780,random,4.656530168431135,1356.861923440077,0.2,0.0,-3.415914741945179e-05,842,6,False,True,True,True,False
270622780,random,8.053719900307183,1357.3609015885197,0.1,0.0,-2.6842963074448554e-05,212,3,False,True,True,True,False
270622780,random,11.338460832590238,1363.183574768088,0.2,0.0,-1.297059713430151e-05,288,2,False,True,True,True,False
270622780,random,1.2981940497631161,1355.4718938501517,0.1,0.22697689851778705,1.5248874483800137e-05,1313,19,True,True,True,True,True
