tic,P,Rp,b,seed,k,obs_R,obs_span,obs_nfreq,P_hat,period_match,epoch_match,seed_correct,t14_seeded,t0_hat,Lb,P_true,t0_true,t14_true,n_transits,gR,gW,recR,recW,baseline,sector_class
259472825,0.5,8,0.3,20260731,31,0.9795905268353152,17.005827743717646,97,0.5014526896110715,True,True,True,0.05,1400.5943901367464,0.15,0.5,1402.593115785319,0.0708245031424913,36,True,True,True,True,17.778062338027212,1-sector
218972061,0.5,8,0.6,20260732,46,0.9467371400378534,23.989961704015514,139,0.5005562249391334,True,True,True,0.05,1366.8675537779245,0.15,0.5,1375.3627322913658,0.1032459011258559,50,True,True,True,True,24.90383973860753,1-sector
219221780,0.5,8,0.6,20260735,32,0.9921346372219872,17.501630646516105,100,0.5004912229927666,True,True,True,0.05,1388.8558438278994,0.15,0.5,1398.8571726608393,0.0601767240376406,36,True,True,True,True,17.778023520502302,1-sector
80342205,0.5,8,0.0,20260736,47,0.9945216494555206,24.495888015215996,142,0.5002508682770452,True,True,True,0.05,1379.1971410520275,0.15,0.5,1377.6963715574554,0.0515326972748765,50,True,True,True,True,24.904225256793325,1-sector
231009108,0.5,8,0.3,20260737,46,0.9886849399434092,23.987497096898096,139,0.5005071271528121,True,True,True,0.05,1373.7290942435163,0.15,0.5,1377.2308743663298,0.0571707791564716,50,True,True,True,True,24.90416135153373,1-sector
169266000,0.5,8,0.6,20260738,47,0.99527583605635,24.492911393952,142,0.5001923559114598,True,True,True,0.05,1363.068771345584,0.15,0.5,1375.5648907930574,0.0472966186935076,50,True,True,True,True,24.90401934975398,1-sector
183594608,0.5,8,0.0,20260733,81,0.9905184685078516,48.995798840046064,289,0.5000822928116512,True,True,True,0.05,1387.263744344528,0.15,0.5,1395.7625233196002,0.0699728621741325,100,True,True,True,True,49.604135879200385,2-sector
155895287,0.5,8,0.3,20260734,46,0.9892420734239236,23.99006293891989,139,0.5005583352487958,True,False,False,0.05,1378.2842434041052,0.15,0.5,1357.2872279884243,0.0310749657759054,50,True,True,False,False,24.903942378737156,1-sector
369219815,0.5,12,0.0,20260739,49,0.9677629232622632,25.005127823497787,145,0.5003224304499605,True,True,True,0.05,1330.7373183441443,0.15,0.5,1338.7396860552683,0.1018946415246279,51,True,True,True,True,25.282901305040923,1-sector
370233036,0.5,12,0.3,20260740,47,0.9771517969338092,24.49133769411469,142,0.5005376522291267,True,True,True,0.05,1328.547408883723,0.15,0.5,1335.5506103901107,0.0726989433992963,51,True,True,True,True,25.37882668733164,1-sector
150270977,0.5,8,0.6,20260729,96,0.8302273398024183,77.97089997956164,462,0.500920316168577,True,True,True,0.05,1335.8996587089575,0.15,0.5,1329.4128729074607,0.1042387795173855,157,True,True,True,True,78.41673355123294,2-sector
11645778,0.5,8,0.0,20260730,32,0.917009738996239,17.01103085580121,97,0.5015946573897123,True,True,True,0.05,1397.107603273859,0.15,0.5,1404.1073220110782,0.0999677938591545,36,True,True,True,True,17.776304215574783,1-sector
115043101,0.5,12,0.6,20260741,49,0.9352522550536698,24.99821523963783,145,0.5001907040914898,True,True,True,0.05,1341.2746170731969,0.15,0.5,1343.2719904487064,0.0767379838107638,51,True,True,True,True,25.284323774071026,1-sector
327939708,0.5,12,0.0,20260742,47,0.988481968135169,24.517007765717608,142,0.5006650600920652,True,True,True,0.05,1356.970486789161,0.15,0.5,1374.4748087039804,0.0787014308409283,50,True,True,True,True,24.904509046148632,1-sector
231668630,0.5,12,0.3,20260743,48,0.983637873109082,24.492626926222783,142,0.5005617993032063,True,True,True,0.05,1343.0071489411173,0.15,0.5,1333.5030518041162,0.1084412863144489,51,True,True,True,True,25.377333260834575,1-sector
325338671,0.5,12,0.6,20260744,48,0.9732763518022516,24.513477762411185,142,0.5009711229462191,True,True,True,0.05,1332.014259024285,0.15,0.5,1340.5115049584024,0.0703650937080319,51,True,True,True,True,25.37735189520231,1-sector
161376469,0.5,8,0.0,20260727,48,0.7756307576596932,24.491898658466653,141,0.5033620712613364,True,False,False,0.05,1340.393334670101,0.15,0.5,1331.389589506419,0.0497334043332731,50,True,True,False,False,24.615510603410712,1-sector
150390619,0.5,8,0.3,20260728,125,0.8250802616566606,77.9890072007945,462,0.501035162965872,True,False,False,0.05,1343.10231277097,0.15,0.5,1374.097620981389,0.1167511733783557,157,True,True,False,False,78.41678699331624,2-sector
207090424,0.5,12,0.6,20260747,46,0.9887262511544084,23.990515471631625,139,0.5005677793957618,True,True,True,0.05,1366.89080270645,0.15,0.5,1356.8844183528877,0.0808528215216574,50,True,True,True,True,24.90441455741984,1-sector
401986029,0.5,12,0.0,20260748,47,0.989960939046234,24.51770554280938,142,0.5006781702821986,True,True,True,0.05,1359.0018533473246,0.15,0.5,1363.997491467433,0.0685037159329501,50,True,True,True,True,24.90380852765975,1-sector
355508749,0.5,12,0.6,20260753,47,0.9958325933633888,24.491590943390747,142,0.5001665266325503,True,True,True,0.05,1371.433839659723,0.15,0.5,1378.934908156512,0.0678874087175459,50,True,True,True,True,24.904085913473864,1-sector
270269007,0.5,12,0.0,20260754,46,0.9774461588154306,24.015542271805543,139,0.5010689788751381,True,True,True,0.05,1378.8499617473658,0.15,0.5,1364.8472302960731,0.0638099326856781,50,True,True,True,True,24.904441699884956,1-sector
231912935,0.5,12,0.0,20260745,95,0.9721820003899028,53.00529052117099,313,0.5001748435538937,True,True,True,0.05,1373.0402077048784,0.15,0.5,1338.0375450954332,0.0659441054917375,108,True,True,True,True,53.716402562472695,2-sector
139844443,0.5,12,0.3,20260746,48,0.9831435399270024,24.48862396168056,142,0.5004844292937726,True,True,True,0.05,1327.0282117051524,0.15,0.5,1330.5282280516442,0.0721359810388767,51,True,True,True,True,25.37889233486294,1-sector
98678529,0.5,12,0.6,20260759,30,0.9798274363045744,16.989968714469796,97,0.5010060251766923,True,True,True,0.05,1397.491215165669,0.15,0.5,1402.9845894158716,0.1044381914404515,36,True,True,True,True,17.774672791756984,1-sector
410253041,0.5,12,0.0,20260760,46,0.9804367376148329,24.491244797716035,142,0.500534672663454,True,True,True,0.05,1327.0524005430252,0.15,0.5,1335.551602115006,0.057861140759801,51,True,True,True,True,25.377340962173776,1-sector
254302983,0.5,12,0.3,20260764,47,0.9838027311064598,24.51846693794141,142,0.5006937213107154,True,True,True,0.05,1359.1034847625149,0.15,0.5,1372.6015739872616,0.0570060665590796,50,True,True,True,True,24.904585022047286,1-sector
207174734,0.5,12,0.3,20260755,78,0.9907822921453264,48.99757718588671,289,0.5001001570359813,True,True,True,0.05,1360.1879516261097,0.15,0.5,1377.685512771594,0.0596120766952535,100,True,True,True,True,49.604525894859535,2-sector
66410290,0.5,12,0.6,20260756,47,0.9960069260466312,24.49341412579088,142,0.5002026200403534,True,True,True,0.05,1364.959886848389,0.15,0.5,1372.9631585809427,0.089465048628212,50,True,True,True,True,24.90452726980311,1-sector
149993861,0.5,12,0.3,20260749,124,0.9887783568601402,77.50042687344262,460,0.5000782961461149,True,True,True,0.05,1390.0623833214445,0.15,0.5,1333.564358286315,0.054887133881782,157,True,True,True,True,78.41848747226913,2-sector
219317391,0.5,12,0.6,20260750,46,0.9831886355776348,24.48846749718905,142,0.5004801518276533,True,True,True,0.05,1333.0475989145395,0.15,0.5,1344.0450990521233,0.052420925681845,51,True,True,True,True,25.377342057641954,1-sector
278990983,0.5,12,0.0,20260751,78,0.9790524521581287,49.00893534717784,289,0.5002140806520833,True,True,True,0.05,1358.3531362758692,0.15,0.5,1359.842346016293,0.1213227310698233,100,True,True,True,True,49.60616389199777,2-sector
219334689,0.5,12,0.3,20260752,88,0.9792673538463982,49.4996625009494,292,0.5000956750963041,True,True,True,0.05,1362.5371412960774,0.15,0.5,1346.540854061789,0.0412476843851849,100,True,True,True,True,49.989936651389144,2-sector
144434171,1.0,1,0.0,20260772,2,0.0,0.3319361853109512,0,,False,False,False,0.05,1379.8039988266294,0.15,1.0,1361.3310841638836,0.0706355446042235,25,False,False,False,False,24.90389521795896,1-sector
41898474,0.5,12,0.0,20260757,5,0.9775093286595812,10.962766015079524,63,3.654255338359842,False,False,False,0.05,1355.5896087723984,0.15,0.5,1399.5691898190737,0.1223764801712164,100,True,False,False,False,49.604301162181855,2-sector
24696180,0.5,12,0.3,20260758,99,0.784051929394151,53.49553606566292,315,0.5015593119437037,True,True,True,0.05,1333.645185234609,0.15,0.5,1329.149113059983,0.1007466532729952,108,True,True,True,True,53.716366959894685,2-sector
267090033,1.0,1,0.0,20260775,2,0.0,0.3124957149416332,0,,False,False,False,0.05,1348.5204212590038,0.15,1.0,1342.388782642167,0.066577447636516,26,False,False,False,False,25.378976301742114,1-sector
164768954,1.0,1,0.3,20260779,2,1.0,4.583388640521662,25,2.2916943202608313,False,False,False,0.2,1393.9979784680656,0.6000000000000001,1.0,1398.4548380012166,0.0738299458982897,18,False,False,False,False,17.776504766578,1-sector
197978738,0.5,12,0.6,20260765,49,0.9627992407445408,24.999659024177618,145,0.5002921541264737,True,True,True,0.05,1344.1471851207305,0.15,0.5,1327.6525204664022,0.0837825436853962,51,True,True,True,True,25.378817352685473,1-sector
92497469,0.5,12,0.0,20260766,47,0.984863593747619,24.512154762300497,142,0.5007892558020924,True,True,True,0.05,1342.9553911648964,0.15,0.5,1341.4567357205076,0.0522642781384953,51,True,True,True,True,25.178813652026975,1-sector
231704229,1.0,1,0.0,20260784,6,0.9403124237087122,16.809650384568613,97,0.9893062259265069,False,False,False,0.05,1342.630679227176,0.15,1.0,1338.6317129540107,0.0534662078201016,26,False,False,False,False,25.3790830771768,1-sector
375059160,1.0,1,0.3,20260782,4,0.9698306880182518,9.445815978577684,54,0.9445815978577684,False,False,False,0.8,1335.8729631937313,2.4000000000000004,1.0,1377.552226543061,0.0425488051869753,79,False,False,False,False,78.41685560613496,2-sector
12787544,0.5,12,0.3,20260767,47,0.9949771783946016,24.491178715154092,142,0.5001569858448321,True,True,True,0.05,1373.9067445551395,0.15,0.5,1363.906153458029,0.0592257595930336,50,True,True,True,True,24.902275643343728,1-sector
231840839,0.5,12,0.6,20260768,81,0.9860680625086606,51.52088119049768,304,0.5003439117116116,True,True,True,0.05,1370.017575849737,0.15,0.5,1343.5176572193095,0.0764510144758171,105,True,True,True,True,52.28060838118313,2-sector
