tic,k,obs_R,obs_nfreq,ge_own,ge_fixed,gate_own,gate_fixed
270653912,14,0.46973016596637773,116,744,739,False,False
271724675,15,0.7005564826560392,437,56,57,False,False
273555466,16,0.5015293398511518,137,472,481,False,False
280789406,11,0.6556600440630825,82,269,254,False,False
280789967,15,0.5613984038728823,99,403,418,False,False
280794991,7,0.6771732928294443,65,701,632,False,False
280803672,22,0.5200489623584291,437,205,204,False,False
279088303,42,0.4321042751238807,453,70,70,False,False
279088539,37,0.41566918996600455,458,233,234,False,False
279091054,13,0.70358056599522,224,211,203,False,False
279052786,36,0.42768580164624626,421,335,341,False,False
279054946,22,0.5457055670600403,445,180,178,False,False
279055830,9,0.9175146288300478,310,80,87,False,False
279087952,29,0.4484482899303541,270,391,387,False,False
278990983,20,0.4538268803640495,264,606,598,False,False
278991073,37,0.3783298261224468,460,344,341,False,False
278991349,23,0.5691293805326636,456,180,180,False,False
278991580,8,0.88650543099967,177,105,88,False,False
279322448,32,0.6939787038947034,461,1,1,True,True
279361762,29,0.45009365069006846,281,198,200,False,False
279362204,7,0.7667530687654558,191,641,580,False,False
279362216,7,0.990469545911965,88,21,15,False,False
279092536,28,0.561621221356051,456,33,31,False,False
279159844,30,0.40279967417812435,283,869,862,False,False
279160404,17,0.5056065327216654,141,535,535,False,False
279318109,34,0.3922301577085505,421,658,658,False,False
277940529,20,0.3815654600009989,131,956,951,False,False
278777620,35,0.49864841346668887,459,40,37,False,False
278779083,33,0.42766131691601017,458,330,329,False,False
278957617,31,0.3643244637705897,452,904,906,False,False
279425657,48,0.32564677248641405,462,783,781,False,False
279854899,31,0.42319187788165613,451,371,357,False,False
280698967,15,0.6119683122225298,142,291,298,False,False
28077586,5,0.9828195656259728,87,34,41,False,False
284082067,10,0.7307776963502538,86,87,86,False,False
284083051,10,0.6719804172941443,82,273,271,False,False
284083493,8,0.6768967517981538,80,671,662,False,False
284121210,9,0.6198298984012212,92,488,488,False,False
284122100,7,0.8373953294191562,83,352,365,False,False
287174076,10,0.5918601413432043,88,781,790,False,False
287589907,11,0.5824004887392514,98,718,716,False,False
289626783,12,0.653067039182512,139,186,195,False,False
281786416,14,0.5339620927798975,113,568,561,False,False
281788484,14,0.5207897733720952,117,634,635,False,False
281815410,3,0.9699552511277033,127,119,156,False,False
284077350,12,0.5401559875626956,95,683,690,False,False
293525326,13,0.6691018987345384,142,76,73,False,False
293526840,17,0.48492320187443005,143,557,569,False,False
293571273,16,0.5952798471782168,137,165,167,False,False
293618282,17,0.4804648773025375,142,824,822,False,False
290303700,13,0.5078361004974736,128,789,790,False,False
293166958,3,0.9992313804170777,35,35,19,False,False
293217787,8,0.7491748199586516,90,333,324,False,False
293220616,36,0.3606588842370415,455,808,800,False,False
281497193,29,0.5209856706217908,309,19,19,False,False
281574579,35,0.41669495839572024,300,262,265,False,False
281593180,12,0.5008214736468539,139,898,906,False,False
281598447,32,0.3801350757312256,295,424,423,False,False
299134860,10,0.6412052975792112,93,386,388,False,False
299134881,12,0.5617194867399515,97,583,590,False,False
299176514,10,0.5002017898541604,83,872,861,False,False
299177892,8,0.796254719413863,81,161,157,False,False
281703171,28,0.39878594879929175,295,658,645,False,False
281728940,7,0.6995700070807119,121,592,604,False,False
281729296,30,0.3450892412827128,284,927,927,False,False
281781343,28,0.4342389832841318,278,393,383,False,False
308209067,17,0.46173353813621876,135,610,619,False,False
308210106,16,0.5414655893266815,126,541,541,False,False
311864780,6,0.8265314515639004,82,334,319,False,False
311883977,5,0.8365967057050867,58,544,507,False,False
299897517,31,0.35584276083296884,304,882,881,False,False
300033383,10,0.581176582961245,96,853,859,False,False
300705038,34,0.5102258087398024,449,100,100,False,False
293224564,38,0.3970762311190952,450,398,406,False,False
293270932,28,0.3729983492916289,447,945,942,False,False
293271518,19,0.6076924741801066,264,120,121,False,False
293508748,10,0.5923806846289179,102,771,747,False,False
316854882,20,0.4344472973903921,142,758,764,False,False
316855037,11,0.6424248686050553,134,154,161,False,False
316881711,20,0.41971888717803085,138,819,826,False,False
316831681,9,0.8217343061254961,124,190,194,False,False
316832201,2,1.0,61,126,0,False,True
316832207,11,0.6932098295736849,140,202,214,False,False
316832286,8,0.5991440813556284,77,900,880,False,False
303953504,14,0.588122859014046,138,114,114,False,False
303981359,26,0.5143659312646808,280,146,140,False,False
304102181,32,0.3525175136027714,284,898,902,False,False
308209064,14,0.6631948603093143,115,187,184,False,False
313934186,2,1.0,53,88,0,False,True
313934195,8,0.7612479536410359,103,306,298,False,False
31654804,32,0.41070899579393116,299,293,296,False,False
316830011,12,0.5871259292542617,134,702,719,False,False
322048480,12,0.5746050685418203,118,489,487,False,False
322050553,10,0.6348083736278709,139,229,238,False,False
322065322,11,0.6280961930532531,120,278,282,False,False
32207625,17,0.4373087584236237,139,805,808,False,False
325338671,13,0.5497304849945502,116,435,428,False,False
326198086,2,1.0,11,166,0,False,True
326205407,6,0.7296201154080241,58,686,672,False,False
316992294,9,0.6959753758097507,130,453,458,False,False
317060587,10,0.6654352684736132,141,164,169,False,False
317088106,11,0.7261977309989183,128,57,61,False,False
317097443,18,0.5183213960744361,133,300,306,False,False
32198742,11,0.684546507251097,128,126,132,False,False
32199330,14,0.6153787481383866,136,342,352,False,False
32200787,18,0.5279457135634079,142,254,262,False,False
322010023,16,0.4984965659247601,126,556,547,False,False
326205481,10,0.6746371735996257,93,458,456,False,False
326210415,8,0.821950550931313,96,261,273,False,False
327939708,16,0.5495277035881111,134,423,424,False,False
327996089,25,0.82842910756386,138,0,0,True,True
327996109,14,0.5243631525493907,127,516,507,False,False
33443827,11,0.48544617134566415,79,732,727,False,False
33490526,12,0.5513269446285067,91,535,545,False,False
33490856,12,0.49205671260756023,83,741,739,False,False
316915259,21,0.4863180370127024,308,435,437,False,False
316934730,29,0.3926174317770611,310,763,765,False,False
316967137,7,0.7404774107876542,106,383,383,False,False
316968412,13,0.6432702223969202,255,219,209,False,False
317128444,13,0.507698565395676,140,789,790,False,False
319259160,38,0.3815942641367416,300,649,650,False,False
31943118,4,0.9901772233352012,124,0,0,True,True
321978744,13,0.6478754454555613,118,228,231,False,False
33493176,9,0.7101870199507874,100,279,275,False,False
33495280,11,0.5886814012922331,81,434,418,False,False
33526048,9,0.6339938740491803,96,246,247,False,False
336874964,9,0.7303239421065799,83,171,171,False,False
339767794,4,0.9640447414486114,64,218,263,False,False
340707249,9,0.6609833244379502,88,399,404,False,False
344283272,6,0.91852024259061,53,245,233,False,False
344320670,12,0.47528963580009576,77,910,905,False,False
358512823,25,0.44799202809228433,301,376,379,False,False
369219815,9,0.6944168148211243,90,223,201,False,False
369219891,12,0.5428378286475448,113,803,801,False,False
355425821,13,0.47184081346502704,127,954,954,False,False
355426813,12,0.5194557725827946,135,839,844,False,False
355480244,20,0.5098071530819286,290,334,330,False,False
355508749,12,0.6593661007080173,139,77,77,False,False
369455534,7,0.882711944199887,72,121,100,False,False
369458346,10,0.6052715789196147,130,517,516,False,False
369480804,9,0.6242718980286518,95,343,355,False,False
369480832,10,0.6510567528410719,88,444,446,False,False
355767588,22,0.41642941798666633,299,693,696,False,False
35704767,4,0.9397676759006749,85,135,175,False,False
358250131,16,0.45620441882385054,106,574,545,False,False
358509438,16,0.5359869727652495,141,426,435,False,False
344368428,11,0.5873432389104684,87,324,304,False,False
349273478,37,0.3333590916369855,458,898,903,False,False
355403599,6,0.8018967016819863,130,283,288,False,False
355424707,30,0.36393256808840513,295,770,765,False,False
336875204,10,0.6547874979693303,94,476,479,False,False
336876701,16,0.4621549977798427,96,833,833,False,False
33715956,49,0.3304562492318297,451,701,701,False,False
33878145,24,0.47561551751342734,440,576,584,False,False
37716639,9,0.7279446620199621,88,337,335,False,False
37716825,7,0.7733220287044706,85,592,621,False,False
37744730,12,0.5706368100565695,79,482,472,False,False
37745685,14,0.5087590995200645,89,703,713,False,False
355602286,28,0.4716923190982224,314,143,145,False,False
355651035,5,0.9237706546361664,241,8,6,True,True
355652342,29,0.4161410728246828,313,437,430,False,False
355703913,35,0.6526413300339183,301,0,0,True,True
37773644,7,0.728175032158568,94,258,262,False,False
37774136,10,0.6159873456477735,94,608,601,False,False
380436218,8,0.8319767681932956,75,73,68,False,False
37745770,8,0.6582279275044148,87,471,480,False,False
37749396,7,0.6844571856063272,74,386,376,False,False
37751660,2,1.0,31,161,0,False,True
37762662,10,0.6439002876705493,83,441,432,False,False
370325663,8,0.6476361434379634,133,464,487,False,False
370328324,22,0.46724658268721675,144,429,436,False,False
372817741,10,0.8129638341718087,93,130,136,False,False
372848247,23,0.44635769092929656,265,739,728,False,False
370236000,9,0.775928240116992,406,120,121,False,False
370281600,11,0.6967368644075681,133,182,173,False,False
370324073,16,0.524158148954901,140,558,556,False,False
370324466,6,0.7078233848566887,69,635,585,False,False
369603767,27,0.411268306688942,278,561,563,False,False
369706317,46,0.33289052141159814,458,781,783,False,False
369964134,15,0.5831699901486759,297,316,311,False,False
370233036,12,0.5851345106335303,129,477,483,False,False
382532460,10,0.6772995456652285,121,233,232,False,False
3836148,9,0.579015673319912,59,738,706,False,False
3836364,6,0.868365692230785,71,84,76,False,False
3806602,11,0.5276118443420399,91,857,856,False,False
380824767,13,0.4682925362823862,125,872,871,False,False
380827643,14,0.5398971154446589,127,485,479,False,False
380858160,13,0.5501797744233013,132,745,742,False,False
381855507,6,0.8950672227193216,65,242,211,False,False
381858453,9,0.6709469903860881,142,484,502,False,False
382219663,2,1.0,66,104,0,False,True
382304517,15,0.7425759845785025,144,23,24,False,False
382413530,16,0.42137886893742027,128,875,875,False,False
382416191,10,0.7910683587539912,132,43,46,False,False
382416402,15,0.5197591990473875,136,405,416,False,False
382472618,14,0.5504901230730351,139,579,591,False,False
372849495,35,0.3875488436666794,454,621,622,False,False
375059160,31,0.4278638166660873,374,505,486,False,False
375089653,25,0.4032432316554164,266,816,820,False,False
37716298,10,0.665640688875717,83,311,295,False,False
389527466,17,0.5207895528551914,136,490,497,False,False
389527948,11,0.5887704278358806,118,668,656,False,False
389628260,13,0.605698180006254,132,180,177,False,False
389751904,9,0.717309836869751,137,253,264,False,False
388179423,33,0.40236906564445074,310,736,748,False,False
389011260,5,0.9204227204555187,65,277,270,False,False
389087654,18,0.5428525278532548,136,353,345,False,False
389131517,10,0.6646422303604166,123,443,441,False,False
389752285,14,0.536318923857942,134,413,417,False,False
389756744,6,0.8626108965113832,249,261,267,False,False
3922529,11,0.6529791951290198,97,373,382,False,False
393490406,23,0.4019181206304694,262,915,911,False,False
3990380,8,0.6052039557302165,99,804,813,False,False
40043612,14,0.4971205896877774,99,854,856,False,False
40046362,7,0.7791431552425186,88,397,407,False,False
396721668,7,0.760045820298658,78,294,279,False,False
396721744,10,0.6351605274680124,90,524,535,False,False
396723074,6,0.7806461157802086,94,153,148,False,False
3990356,5,0.6948839909367233,38,508,420,False,False
3965116,14,0.5157012301313054,95,781,792,False,False
396695653,10,0.5810888207197739,85,773,772,False,False
396720311,3,0.9500991308490403,74,214,246,False,False
396721425,22,0.4587933442822728,283,515,511,False,False
393964275,16,0.46979167858260995,128,629,630,False,False
393964361,10,0.625456723510517,137,307,314,False,False
394005654,9,0.7454482246012532,124,154,155,False,False
394494795,15,0.6647131337213844,134,132,131,False,False
40047077,18,0.8909049529428611,96,0,0,True,True
40059019,4,0.953883511026274,49,241,245,False,False
40060706,10,0.5427916264010971,63,804,780,False,False
40083560,10,0.5886499723714248,96,585,581,False,False
393490564,15,0.570894647961579,99,234,237,False,False
393491843,18,0.5698326188448269,277,94,89,False,False
393962765,17,0.5766942513311557,131,242,238,False,False
393963749,15,0.5081071475494406,125,348,342,False,False
40103277,7,0.772959322852252,82,302,310,False,False
40103287,2,0.9972896199282931,100,158,211,False,False
40182390,11,0.6852505098724799,85,148,141,False,False
401838575,4,0.9325975217917436,217,397,423,False,False
406353280,14,0.5218489873629074,98,706,710,False,False
406353865,3,0.9656710435628781,72,263,321,False,False
407581546,16,0.4745778552403497,136,703,703,False,False
408004431,2,1.0,37,114,0,False,True
408013652,8,0.6322988755094728,90,417,414,False,False
408016281,9,0.5208700906539343,77,894,886,False,False
408037026,10,0.5400089132640856,85,681,673,False,False
408047708,14,0.6403977315352303,96,206,212,False,False
401838756,14,0.6042761583756863,269,319,317,False,False
401890220,8,0.8101042168236239,72,76,63,False,False
401985735,10,0.6212748287266114,121,524,532,False,False
401986029,17,0.4790993898280671,126,706,701,False,False
404462097,4,0.9404928499610987,70,98,115,False,False
405428615,12,0.5592386499319574,114,679,667,False,False
405428895,16,0.4795575960219387,139,749,753,False,False
406351414,8,0.8767148011457435,93,139,140,False,False
402026209,26,0.5844541100416658,137,4,5,True,True
402026350,21,0.39604544760813665,139,901,900,False,False
402028212,10,0.6652898456341716,126,183,184,False,False
402041756,13,0.5879105472560685,141,437,442,False,False
402042483,10,0.8214310921195593,133,15,15,False,False
402103411,15,0.6297048397588267,145,136,141,False,False
402112759,15,0.46850863060140113,124,645,638,False,False
402128282,10,0.6419690725781131,124,282,284,False,False
402129242,14,0.6373123579453126,131,178,181,False,False
402129745,18,0.455791864426941,125,703,690,False,False
402129754,14,0.5571994957056262,135,464,475,False,False
402130354,13,0.6009908601948198,120,533,540,False,False
408049337,13,0.5644940321725369,94,454,457,False,False
408067963,10,0.5361500754850064,87,778,771,False,False
408069339,3,0.9875472888747827,81,163,210,False,False
408070719,7,0.8012568689516697,93,431,446,False,False
419016040,3,0.9768901908255095,82,199,251,False,False
419051315,13,0.6358196183232957,131,296,295,False,False
42074448,17,0.6600538861130951,96,79,77,False,False
421873120,13,0.5285489802077801,107,416,390,False,False
408083407,7,0.9067615590326206,61,47,51,False,False
408083839,9,0.6580757720918962,87,331,333,False,False
409137046,13,0.5277476656394327,129,551,554,False,False
410135251,15,0.49334774711858786,138,801,799,False,False
439455229,8,0.7065029134000596,92,197,193,False,False
439460890,10,0.6312941743132114,88,490,499,False,False
439463902,10,0.6428540463490394,77,269,254,False,False
439466001,11,0.5935986591462978,86,526,527,False,False
410153553,38,0.2609648447066433,142,976,977,False,False
410212351,14,0.5334574694491871,139,673,678,False,False
410253041,10,0.62873591892666,137,569,577,False,False
410255881,15,0.5823518268609232,138,287,289,False,False
410442002,13,0.59033934035662,119,658,648,False,False
412051524,14,0.63068849794254,140,308,319,False,False
41861999,26,0.516945254753649,289,52,57,False,False
41898474,5,0.9591378988291321,275,12,17,False,False
469914390,2,1.0,4,164,0,False,True
469933344,12,0.5519669397848781,87,508,488,False,False
421937394,6,0.8279217312382141,64,405,365,False,False
425881596,32,0.3911391195652232,306,433,430,False,False
425883009,31,0.37755097426935336,314,755,756,False,False
441491515,4,0.8992435618943769,40,385,346,False,False
441493794,9,0.6065732156658783,82,775,766,False,False
44579241,13,0.5953961355502957,133,397,404,False,False
44624744,6,0.8204396582331461,94,372,357,False,False
439492792,10,0.7003761795723151,76,589,575,False,False
441056293,14,0.564034425124543,126,490,491,False,False
441193637,17,0.4818438602495638,111,586,563,False,False
441428637,6,0.8656454427496333,77,287,265,False,False
425938730,28,0.4576974047939393,293,220,221,False,False
426012953,34,0.34051521463110235,295,971,967,False,False
43362331,11,0.5692957836336816,133,776,784,False,False
434103832,12,0.6086116617359846,125,233,238,False,False
469933397,14,0.5630124668992114,120,444,448,False,False
469939293,9,0.7071239575823226,97,202,200,False,False
469939625,14,0.5022982548592149,139,699,719,False,False
469947160,6,0.8544454465228146,81,339,320,False,False
425883195,30,0.32733864980076377,305,949,951,False,False
425884565,30,0.4574525589757229,301,314,308,False,False
425931703,33,0.39409988076459035,305,597,611,False,False
425936552,6,0.9749757369233629,201,14,19,False,False
52315024,12,0.8035991836105622,131,20,21,False,False
52365497,14,0.512147702049806,138,642,647,False,False
52367601,15,0.46455739175883626,132,919,918,False,False
52016952,13,0.6287180691383668,122,323,323,False,False
52077955,10,0.6182194922009328,86,581,539,False,False
52194213,25,0.4647553468245016,316,347,352,False,False
52257960,10,0.7051813435508646,111,200,196,False,False
469948126,16,0.5608787907267193,132,226,237,False,False
469966859,30,0.45264210736155386,301,211,218,False,False
469972461,20,0.5048068195832526,300,545,550,False,False
469980385,20,0.34511697699288535,119,995,995,False,False
52286391,15,0.5202771148731548,135,638,633,False,False
52307802,33,0.39909757504700294,306,360,375,False,False
52314170,11,0.7610377053635752,232,213,216,False,False
52314627,8,0.7036715849994876,116,252,249,False,False
53894240,12,0.6410814503532943,94,353,332,False,False
53938270,18,0.3923736428053928,133,947,951,False,False
53976572,15,0.5041946963309203,138,598,597,False,False
55296811,29,0.4855519251524285,286,137,145,False,False
60111124,16,0.6226386499821621,140,63,69,False,False
60369879,13,0.6071198468840694,140,242,241,False,False
60371639,8,0.7452277755757186,129,324,330,False,False
61981778,13,0.5332684692224882,129,565,562,False,False
55400333,37,0.40244211041666045,445,565,571,False,False
55855870,6,0.7700370069998679,66,558,547,False,False
55856742,14,0.42467060809317925,72,965,954,False,False
55857030,11,0.5366118508392197,88,679,661,False,False
62221982,15,0.49255742208985276,129,771,763,False,False
62377610,9,0.682562595343454,110,201,188,False,False
63697276,16,0.5263324856801184,136,555,556,False,False
63697344,9,0.6629971413182604,127,627,641,False,False
63697556,16,0.427424264158873,141,896,894,False,False
65258169,13,0.569084239505028,130,650,653,False,False
66356538,14,0.5411972324269185,127,512,507,False,False
66357973,17,0.452182559725794,138,632,618,False,False
70744199,5,0.904967733238656,48,685,629,False,False
70744320,4,0.9465756787259952,139,285,368,False,False
70762901,4,0.8736622199712748,67,503,457,False,False
70763084,3,0.9814248635331869,21,204,146,False,False
70722627,2,1.0,25,104,0,False,True
70723644,9,0.7402155640932796,137,120,134,False,False
70723782,18,0.46797908328007765,136,744,742,False,False
70742137,17,0.47933678911461186,135,724,727,False,False
66412048,27,0.3943489533279969,273,782,777,False,False
66435575,4,0.9429994621552584,265,255,300,False,False
66536204,10,0.6830864155772022,92,578,582,False,False
66550650,10,0.7408722988955899,96,98,99,False,False
70774607,13,0.5962702260048925,115,392,371,False,False
70775391,17,0.47795163521200046,135,815,820,False,False
70775634,17,0.48673770096363844,132,588,586,False,False
70776480,14,0.5341672971936134,137,659,661,False,False
67544844,22,0.496800369112564,276,267,259,False,False
69747919,15,0.47121752332049915,123,772,770,False,False
69925764,14,0.6355875590810768,140,175,181,False,False
70420258,15,0.5520232068680381,136,464,477,False,False
66374862,26,0.5517444528954633,268,41,43,False,False
66399111,17,0.5974206049193871,261,248,250,False,False
66410290,17,0.5634829032486898,138,267,263,False,False
66411836,13,0.5753128830025734,287,365,377,False,False
70777408,13,0.5911216326616494,127,414,421,False,False
70785900,8,0.9126444416225314,132,15,17,False,False
70787947,17,0.48664064195928525,135,403,411,False,False
70788069,20,0.491981736770268,121,424,427,False,False
70797827,17,0.46018102052495424,131,718,713,False,False
70857782,16,0.4077547301981401,131,972,969,False,False
70858051,14,0.4628415454635768,132,886,886,False,False
7143936,3,0.9967666895334674,65,133,140,False,False
7186216,16,0.5520189148322686,131,459,451,False,False
7186505,13,0.5537760006786032,135,448,444,False,False
75353219,9,0.5851744452833773,89,648,651,False,False
75353949,6,0.7144989015517619,80,411,401,False,False
75373928,10,0.7354375598455171,91,216,217,False,False
75377810,3,0.9584371734697279,62,383,453,False,False
76923707,16,0.48247119427453167,124,470,463,False,False
76987466,10,0.7177846633836723,112,168,167,False,False
80340568,14,0.570613961358179,137,349,359,False,False
80342205,15,0.5018674796512633,142,487,498,False,False
80427253,14,0.5383059059780204,130,680,686,False,False
77005811,9,0.7290407119392986,119,348,349,False,False
79172136,14,0.44564008473224426,122,902,893,False,False
79282952,14,0.49612382537144284,133,806,818,False,False
79325634,5,0.8636399428621663,76,485,462,False,False
79354962,6,0.7919102090979746,127,225,234,False,False
79395764,14,0.5228677837712449,132,507,501,False,False
79398126,7,0.7881168037233344,82,396,375,False,False
79403675,7,0.9852579836994155,117,17,22,False,False
79405368,15,0.568985845134361,132,359,363,False,False
79405578,4,0.9294277725076157,55,301,246,False,False
79424904,17,0.4556996544293881,137,771,770,False,False
79569274,14,0.43405597285542097,87,940,934,False,False
80080784,5,0.8787855021910438,125,597,620,False,False
80260513,6,0.891564921864908,114,296,300,False,False
80314959,14,0.5287416879617962,126,514,512,False,False
80339388,11,0.5471570244643723,118,547,535,False,False
80427281,7,0.9469156929990499,133,2,5,True,True
80427599,14,0.5507641873883405,137,423,437,False,False
80427634,19,0.5693657145357737,138,210,213,False,False
80430264,16,0.5215071006779898,136,322,327,False,False
92364863,10,0.5108819305651001,48,818,677,False,False
92442172,13,0.46589134577295743,121,793,774,False,False
92451349,15,0.4903443245125576,130,690,681,False,False
80430430,15,0.5356880567164843,121,496,492,False,False
80438267,14,0.5367875447308177,140,655,677,False,False
80438901,12,0.5879249670665233,122,369,366,False,False
80509361,20,0.47193278370800484,134,297,304,False,False
92452841,13,0.5594226815942294,99,440,392,False,False
92497469,9,0.7332220047185557,112,78,74,False,False
92706840,7,0.789594239831878,61,193,154,False,False
80510666,18,0.5825372864413875,137,200,202,False,False
8196402,15,0.7342740302084161,121,6,5,True,True
89002990,10,0.5736207758674006,134,720,720,False,False
89018360,14,0.6995784912435342,129,34,35,False,False
92196301,10,0.6572510694015575,142,178,189,False,False
92228046,12,0.5613578257459608,143,680,688,False,False
92258567,15,0.5032732870177109,129,679,678,False,False
92364700,12,0.5510543015309106,137,400,404,False,False
92731064,14,0.6308147341393514,141,200,204,False,False
92734713,17,0.4217473333222155,126,874,861,False,False
92994093,11,0.5550240759908821,92,783,795,False,False
92995003,5,0.9184429453466038,94,180,201,False,False
89020549,22,0.47077556623246686,143,316,330,False,False
89021585,22,0.47384107682854837,142,312,311,False,False
92130019,16,0.5240764054071956,113,415,401,False,False
92131593,10,0.6711621492598817,124,395,393,False,False
98672920,12,0.5188603221345811,86,655,645,False,False
98678529,9,0.686965146861262,89,455,466,False,False
9699512,13,0.648966358112054,127,151,155,False,False
97409519,11,0.8013191270953907,136,9,11,True,False
97410755,10,0.6522163855318491,103,314,301,False,False
97469879,8,0.7210242461734155,57,160,138,False,False
98665166,9,0.7659116420220478,96,158,161,False,False
98666609,15,0.5483827036014214,91,634,634,False,False
98666650,12,0.5614954651345887,91,548,553,False,False
98672854,6,0.9136982538383654,85,189,200,False,False
97475019,12,0.5194937779165315,89,785,786,False,False
9788918,17,0.4821905744077428,123,540,533,False,False
98609758,8,0.7803372970486412,67,153,138,False,False
98659013,16,0.40549188343042,90,970,975,False,False
